N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wB
21.0,0.943782,es,gs,hs,1.0,0.9,1.0,5,0.99
59.0,0.925592,es,gs,hs,1.0,0.9,1.0,5,0.99
166.0,0.94454,es,gs,hs,1.0,0.9,1.0,5,0.99
464.0,0.949808,es,gs,hs,1.0,0.9,1.0,5,0.99
1291.0,0.935975,es,gs,hs,1.0,0.9,1.0,5,0.99
3593.0,0.97011,es,gs,hs,1.0,0.9,1.0,5,0.99
10000.0,0.91,es,gs,hs,1.0,0.9,1.0,5,0.99
1.0,1.0,es,gs,hs,0.25,1.0,0.9,5,0.99
2.0,0.693728,es,gs,hs,0.25,1.0,0.9,5,0.99
7.0,0.64106,es,gs,hs,0.25,1.0,0.9,5,0.99
21.0,0.8044680000000001,es,gs,hs,0.25,1.0,0.9,5,0.99
59.0,0.962349,es,gs,hs,0.25,1.0,0.9,5,0.99
166.0,0.986206,es,gs,hs,0.25,1.0,0.9,5,0.99
464.0,0.974864,es,gs,hs,0.25,1.0,0.9,5,0.99
1291.0,0.888208,es,gs,hs,0.25,1.0,0.9,5,0.99
3593.0,0.880285,es,gs,hs,0.25,1.0,0.9,5,0.99
10000.0,0.69,es,gs,hs,0.25,1.0,0.9,5,0.99
1.0,1.0,es,gs,ss,0.25,0.5,1.0,5,0.99
2.0,0.668136,es,gs,ss,0.25,0.5,1.0,5,0.99
7.0,0.442974,es,gs,ss,0.25,0.5,1.0,5,0.99
21.0,0.291081,es,gs,ss,0.25,0.5,1.0,5,0.99
59.0,0.086022,es,gs,ss,0.25,0.5,1.0,5,0.99
166.0,0.0021579999999999,es,gs,ss,0.25,0.5,1.0,5,0.99
464.0,0.0,es,gs,ss,0.25,0.5,1.0,5,0.99
1291.0,0.0,es,gs,ss,0.25,0.5,1.0,5,0.99
3593.0,0.0,es,gs,ss,0.25,0.5,1.0,5,0.99
10000.0,0.0,es,gs,ss,0.25,0.5,1.0,5,0.99
1.0,1.0,es,gs,ss,0.0,1.0,0.7,5,0.95
2.0,1.460708,es,gs,ss,0.0,1.0,0.7,5,0.95
7.0,1.608271,es,gs,ss,0.0,1.0,0.7,5,0.95
21.0,1.55505,es,gs,ss,0.0,1.0,0.7,5,0.95
59.0,1.561494,es,gs,ss,0.0,1.0,0.7,5,0.95
166.0,1.6832399999999998,es,gs,ss,0.0,1.0,0.7,5,0.95
464.0,2.165024,es,gs,ss,0.0,1.0,0.7,5,0.95
1291.0,3.4857,es,gs,ss,0.0,1.0,0.7,5,0.95
3593.0,8.47948,es,gs,ss,0.0,1.0,0.7,5,0.95
10000.0,23.33,es,gs,ss,0.0,1.0,0.7,5,0.95
1.0,1.0,es,gs,hs,0.0,0.0,0.9,5,0.85
2.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
7.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
21.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
59.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
166.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
464.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
1291.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
3593.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
10000.0,0.0,es,gs,hs,0.0,0.0,0.9,5,0.85
1.0,1.0,es,gs,hs,0.75,0.9,1.0,5,0.95
2.0,0.79079,es,gs,hs,0.75,0.9,1.0,5,0.95
7.0,0.909811,es,gs,hs,0.75,0.9,1.0,5,0.95
21.0,0.97083,es,gs,hs,0.75,0.9,1.0,5,0.95
59.0,0.964355,es,gs,hs,0.75,0.9,1.0,5,0.95
166.0,0.790492,es,gs,hs,0.75,0.9,1.0,5,0.95
464.0,0.731728,es,gs,hs,0.75,0.9,1.0,5,0.95
1291.0,0.823658,es,gs,hs,0.75,0.9,1.0,5,0.95
3593.0,0.883878,es,gs,hs,0.75,0.9,1.0,5,0.95
10000.0,1.2,es,gs,hs,0.75,0.9,1.0,5,0.95
1.0,1.0,es,gs,hs,0.0,0.3,1.0,5,0.75
2.0,0.38649,es,gs,hs,0.0,0.3,1.0,5,0.75
7.0,0.00133,es,gs,hs,0.0,0.3,1.0,5,0.75
21.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
59.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
166.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
464.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.0,0.3,1.0,5,0.75
1.0,1.0,es,gs,hs,0.0,0.9,0.7,5,0.99
2.0,0.664372,es,gs,hs,0.0,0.9,0.7,5,0.99
7.0,0.388465,es,gs,hs,0.0,0.9,0.7,5,0.99
21.0,0.168588,es,gs,hs,0.0,0.9,0.7,5,0.99
59.0,0.0049559999999999,es,gs,hs,0.0,0.9,0.7,5,0.99
166.0,0.0,es,gs,hs,0.0,0.9,0.7,5,0.99
464.0,0.0,es,gs,hs,0.0,0.9,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.0,0.9,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.0,0.9,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.0,0.9,0.7,5,0.99
1.0,1.0,es,gs,hs,0.5,1.0,0.9,5,0.85
2.0,0.711486,es,gs,hs,0.5,1.0,0.9,5,0.85
7.0,0.663439,es,gs,hs,0.5,1.0,0.9,5,0.85
21.0,0.764862,es,gs,hs,0.5,1.0,0.9,5,0.85
59.0,0.859453,es,gs,hs,0.5,1.0,0.9,5,0.85
166.0,0.786342,es,gs,hs,0.5,1.0,0.9,5,0.85
464.0,0.5326719999999999,es,gs,hs,0.5,1.0,0.9,5,0.85
1291.0,0.126518,es,gs,hs,0.5,1.0,0.9,5,0.85
3593.0,0.0,es,gs,hs,0.5,1.0,0.9,5,0.85
10000.0,0.0,es,gs,hs,0.5,1.0,0.9,5,0.85
1.0,1.0,es,gs,ss,0.25,0.7,1.0,5,0.8
2.0,0.805752,es,gs,ss,0.25,0.7,1.0,5,0.8
7.0,0.719278,es,gs,ss,0.25,0.7,1.0,5,0.8
21.0,0.69153,es,gs,ss,0.25,0.7,1.0,5,0.8
59.0,0.663986,es,gs,ss,0.25,0.7,1.0,5,0.8
1.0,1.0,es,gs,hs,1.0,0.7,0.8,5,0.75
2.0,0.938302,es,gs,hs,1.0,0.7,0.8,5,0.75
7.0,0.967365,es,gs,hs,1.0,0.7,0.8,5,0.75
21.0,0.85953,es,gs,hs,1.0,0.7,0.8,5,0.75
59.0,0.874675,es,gs,hs,1.0,0.7,0.8,5,0.75
166.0,0.830664,es,gs,hs,1.0,0.7,0.8,5,0.75
464.0,0.674656,es,gs,hs,1.0,0.7,0.8,5,0.75
1291.0,0.423448,es,gs,hs,1.0,0.7,0.8,5,0.75
3593.0,0.07186,es,gs,hs,1.0,0.7,0.8,5,0.75
10000.0,0.0,es,gs,hs,1.0,0.7,0.8,5,0.75
1.0,1.0,es,gs,hs,0.25,0.7,1.0,5,0.95
2.0,0.67149,es,gs,hs,0.25,0.7,1.0,5,0.95
7.0,0.4434849999999999,es,gs,hs,0.25,0.7,1.0,5,0.95
21.0,0.060564,es,gs,hs,0.25,0.7,1.0,5,0.95
59.0,0.0496189999999999,es,gs,hs,0.25,0.7,1.0,5,0.95
166.0,0.330506,es,gs,hs,0.25,0.7,1.0,5,0.95
464.0,0.382336,es,gs,hs,0.25,0.7,1.0,5,0.95
1291.0,0.673902,es,gs,hs,0.25,0.7,1.0,5,0.95
3593.0,1.465944,es,gs,hs,0.25,0.7,1.0,5,0.95
10000.0,3.99,es,gs,hs,0.25,0.7,1.0,5,0.95
1.0,1.0,es,gs,hs,1.0,1.0,0.7,5,0.75
2.0,0.993634,es,gs,hs,1.0,1.0,0.7,5,0.75
7.0,1.283478,es,gs,hs,1.0,1.0,0.7,5,0.75
21.0,1.360632,es,gs,hs,1.0,1.0,0.7,5,0.75
59.0,1.375408,es,gs,hs,1.0,1.0,0.7,5,0.75
166.0,1.424446,es,gs,hs,1.0,1.0,0.7,5,0.75
464.0,1.685712,es,gs,hs,1.0,1.0,0.7,5,0.75
1291.0,2.451609,es,gs,hs,1.0,1.0,0.7,5,0.75
3593.0,5.339198,es,gs,hs,1.0,1.0,0.7,5,0.75
10000.0,13.56,es,gs,hs,1.0,1.0,0.7,5,0.75
1.0,1.0,es,gs,ss,0.25,0.1,0.7,5,0.8
2.0,0.321356,es,gs,ss,0.25,0.1,0.7,5,0.8
7.0,0.0007909999999999,es,gs,ss,0.25,0.1,0.7,5,0.8
21.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
59.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
166.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
464.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
1291.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
3593.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
10000.0,0.0,es,gs,ss,0.25,0.1,0.7,5,0.8
1.0,1.0,es,gs,hs,0.25,0.3,0.9,5,0.99
2.0,0.618178,es,gs,hs,0.25,0.3,0.9,5,0.99
7.0,0.024409,es,gs,hs,0.25,0.3,0.9,5,0.99
21.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
59.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
166.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
464.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
1291.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
3593.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
10000.0,0.0,es,gs,hs,0.25,0.3,0.9,5,0.99
1.0,1.0,es,gs,hs,0.5,0.0,1.0,5,0.75
2.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
7.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
21.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
59.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
166.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
464.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.5,0.0,1.0,5,0.75
1.0,1.0,es,gs,ss,0.0,0.3,0.7,5,0.95
2.0,0.844928,es,gs,ss,0.0,0.3,0.7,5,0.95
7.0,0.0758099999999999,es,gs,ss,0.0,0.3,0.7,5,0.95
21.0,0.000315,es,gs,ss,0.0,0.3,0.7,5,0.95
59.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
166.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
464.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
1291.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
3593.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
10000.0,0.0,es,gs,ss,0.0,0.3,0.7,5,0.95
1.0,1.0,es,gs,hs,0.75,0.4,0.7,5,0.85
2.0,0.830376,es,gs,hs,0.75,0.4,0.7,5,0.85
7.0,0.215726,es,gs,hs,0.75,0.4,0.7,5,0.85
21.0,0.160902,es,gs,hs,0.75,0.4,0.7,5,0.85
59.0,0.01003,es,gs,hs,0.75,0.4,0.7,5,0.85
166.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.85
464.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.85
1291.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.85
3593.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.85
10000.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.85
1.0,1.0,es,gs,hs,0.5,0.4,0.8,5,0.9
2.0,0.738308,es,gs,hs,0.5,0.4,0.8,5,0.9
7.0,0.123508,es,gs,hs,0.5,0.4,0.8,5,0.9
21.0,0.075684,es,gs,hs,0.5,0.4,0.8,5,0.9
59.0,0.0138649999999999,es,gs,hs,0.5,0.4,0.8,5,0.9
166.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.9
464.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.9
1291.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.9
3593.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.9
10000.0,0.0,es,gs,hs,0.5,0.4,0.8,5,0.9
1.0,1.0,es,gs,hs,0.0,1.0,1.0,5,0.75
2.0,0.420144,es,gs,hs,0.0,1.0,1.0,5,0.75
7.0,0.045052,es,gs,hs,0.0,1.0,1.0,5,0.75
21.0,4.2e-05,es,gs,hs,0.0,1.0,1.0,5,0.75
59.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
166.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
464.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.0,1.0,1.0,5,0.75
1.0,1.0,es,gs,ss,0.0,0.7,0.8,5,0.95
2.0,1.143462,es,gs,ss,0.0,0.7,0.8,5,0.95
7.0,0.903462,es,gs,ss,0.0,0.7,0.8,5,0.95
21.0,0.864591,es,gs,ss,0.0,0.7,0.8,5,0.95
59.0,0.812017,es,gs,ss,0.0,0.7,0.8,5,0.95
166.0,0.7425180000000001,es,gs,ss,0.0,0.7,0.8,5,0.95
464.0,0.567472,es,gs,ss,0.0,0.7,0.8,5,0.95
1291.0,0.198814,es,gs,ss,0.0,0.7,0.8,5,0.95
3593.0,0.003593,es,gs,ss,0.0,0.7,0.8,5,0.95
10000.0,0.0,es,gs,ss,0.0,0.7,0.8,5,0.95
1.0,1.0,es,gs,hs,0.75,0.0,0.8,5,0.85
2.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
7.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
21.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
59.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
166.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
464.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
1291.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
3593.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
10000.0,0.0,es,gs,hs,0.75,0.0,0.8,5,0.85
1.0,1.0,es,gs,hs,0.5,0.3,0.9,5,0.85
2.0,0.636234,es,gs,hs,0.5,0.3,0.9,5,0.85
7.0,0.032578,es,gs,hs,0.5,0.3,0.9,5,0.85
21.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
59.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
166.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
464.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
1291.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
3593.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
10000.0,0.0,es,gs,hs,0.5,0.3,0.9,5,0.85
1.0,1.0,es,gs,hs,0.25,1.0,0.7,5,0.8
2.0,0.623138,es,gs,hs,0.25,1.0,0.7,5,0.8
7.0,0.305816,es,gs,hs,0.25,1.0,0.7,5,0.8
21.0,0.107709,es,gs,hs,0.25,1.0,0.7,5,0.8
59.0,0.025075,es,gs,hs,0.25,1.0,0.7,5,0.8
166.0,0.003652,es,gs,hs,0.25,1.0,0.7,5,0.8
464.0,0.000928,es,gs,hs,0.25,1.0,0.7,5,0.8
1291.0,0.0,es,gs,hs,0.25,1.0,0.7,5,0.8
3593.0,0.0,es,gs,hs,0.25,1.0,0.7,5,0.8
10000.0,0.0,es,gs,hs,0.25,1.0,0.7,5,0.8
1.0,1.0,es,gs,ss,0.25,0.3,0.9,5,0.8
2.0,0.58613,es,gs,ss,0.25,0.3,0.9,5,0.8
7.0,0.069265,es,gs,ss,0.25,0.3,0.9,5,0.8
21.0,0.000357,es,gs,ss,0.25,0.3,0.9,5,0.8
59.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
166.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
464.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
1291.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
3593.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
10000.0,0.0,es,gs,ss,0.25,0.3,0.9,5,0.8
1.0,1.0,es,gs,ss,0.25,0.1,0.9,5,0.95
2.0,0.209618,es,gs,ss,0.25,0.1,0.9,5,0.95
7.0,6.3e-05,es,gs,ss,0.25,0.1,0.9,5,0.95
21.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
59.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
166.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
464.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
1291.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
3593.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
10000.0,0.0,es,gs,ss,0.25,0.1,0.9,5,0.95
1.0,1.0,es,gs,hs,0.5,0.9,1.0,5,0.8
2.0,0.670326,es,gs,hs,0.5,0.9,1.0,5,0.8
7.0,0.595637,es,gs,hs,0.5,0.9,1.0,5,0.8
21.0,0.651084,es,gs,hs,0.5,0.9,1.0,5,0.8
59.0,0.423384,es,gs,hs,0.5,0.9,1.0,5,0.8
166.0,0.006806,es,gs,hs,0.5,0.9,1.0,5,0.8
464.0,0.146624,es,gs,hs,0.5,0.9,1.0,5,0.8
1291.0,0.932102,es,gs,hs,0.5,0.9,1.0,5,0.8
3593.0,3.5606629999999995,es,gs,hs,0.5,0.9,1.0,5,0.8
10000.0,10.65,es,gs,hs,0.5,0.9,1.0,5,0.8
1.0,1.0,es,gs,hs,0.5,0.6,1.0,5,0.99
2.0,0.758334,es,gs,hs,0.5,0.6,1.0,5,0.99
7.0,0.638848,es,gs,hs,0.5,0.6,1.0,5,0.99
21.0,0.5014799999999999,es,gs,hs,0.5,0.6,1.0,5,0.99
59.0,0.4816759999999999,es,gs,hs,0.5,0.6,1.0,5,0.99
166.0,0.321542,es,gs,hs,0.5,0.6,1.0,5,0.99
464.0,0.074704,es,gs,hs,0.5,0.6,1.0,5,0.99
1291.0,0.0,es,gs,hs,0.5,0.6,1.0,5,0.99
3593.0,0.0,es,gs,hs,0.5,0.6,1.0,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.6,1.0,5,0.99
1.0,1.0,es,gs,hs,0.75,0.8,1.0,5,0.85
2.0,0.780358,es,gs,hs,0.75,0.8,1.0,5,0.85
7.0,0.875119,es,gs,hs,0.75,0.8,1.0,5,0.85
21.0,0.961947,es,gs,hs,0.75,0.8,1.0,5,0.85
59.0,0.736379,es,gs,hs,0.75,0.8,1.0,5,0.85
166.0,0.812238,es,gs,hs,0.75,0.8,1.0,5,0.85
464.0,1.072304,es,gs,hs,0.75,0.8,1.0,5,0.85
1291.0,1.899061,es,gs,hs,0.75,0.8,1.0,5,0.85
3593.0,5.10206,es,gs,hs,0.75,0.8,1.0,5,0.85
10000.0,14.05,es,gs,hs,0.75,0.8,1.0,5,0.85
1.0,1.0,es,gs,hs,0.0,0.1,0.9,5,0.95
2.0,0.231996,es,gs,hs,0.0,0.1,0.9,5,0.95
7.0,0.000399,es,gs,hs,0.0,0.1,0.9,5,0.95
21.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
59.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
166.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
464.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
1291.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
3593.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
10000.0,0.0,es,gs,hs,0.0,0.1,0.9,5,0.95
1.0,1.0,es,gs,hs,0.25,0.5,0.9,5,0.75
2.0,0.57715,es,gs,hs,0.25,0.5,0.9,5,0.75
7.0,0.058842,es,gs,hs,0.25,0.5,0.9,5,0.75
21.0,6.3e-05,es,gs,hs,0.25,0.5,0.9,5,0.75
59.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
166.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
464.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
1291.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
3593.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
10000.0,0.0,es,gs,hs,0.25,0.5,0.9,5,0.75
1.0,1.0,es,gs,ss,0.25,0.3,1.0,5,0.9
2.0,0.474836,es,gs,ss,0.25,0.3,1.0,5,0.9
7.0,0.066444,es,gs,ss,0.25,0.3,1.0,5,0.9
21.0,0.000525,es,gs,ss,0.25,0.3,1.0,5,0.9
59.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
166.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
464.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
1291.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
3593.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
10000.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.9
1.0,1.0,es,gs,hs,0.25,0.6,1.0,5,0.85
2.0,0.62589,es,gs,hs,0.25,0.6,1.0,5,0.85
7.0,0.181314,es,gs,hs,0.25,0.6,1.0,5,0.85
21.0,0.002058,es,gs,hs,0.25,0.6,1.0,5,0.85
59.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
166.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
464.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.6,1.0,5,0.85
1.0,1.0,es,gs,hs,0.5,0.9,0.9,5,0.9
2.0,0.735712,es,gs,hs,0.5,0.9,0.9,5,0.9
7.0,0.729596,es,gs,hs,0.5,0.9,0.9,5,0.9
21.0,0.895482,es,gs,hs,0.5,0.9,0.9,5,0.9
59.0,0.928837,es,gs,hs,0.5,0.9,0.9,5,0.9
166.0,0.468784,es,gs,hs,0.5,0.9,0.9,5,0.9
464.0,0.4756,es,gs,hs,0.5,0.9,0.9,5,0.9
1291.0,0.526728,es,gs,hs,0.5,0.9,0.9,5,0.9
3593.0,0.4994269999999999,es,gs,hs,0.5,0.9,0.9,5,0.9
10000.0,0.5700000000000001,es,gs,hs,0.5,0.9,0.9,5,0.9
1.0,1.0,es,gs,hs,0.5,0.8,0.8,5,0.75
2.0,0.70443,es,gs,hs,0.5,0.8,0.8,5,0.75
7.0,0.493262,es,gs,hs,0.5,0.8,0.8,5,0.75
21.0,0.202461,es,gs,hs,0.5,0.8,0.8,5,0.75
59.0,0.002301,es,gs,hs,0.5,0.8,0.8,5,0.75
166.0,0.0,es,gs,hs,0.5,0.8,0.8,5,0.75
464.0,0.0,es,gs,hs,0.5,0.8,0.8,5,0.75
1291.0,0.0,es,gs,hs,0.5,0.8,0.8,5,0.75
3593.0,0.007186,es,gs,hs,0.5,0.8,0.8,5,0.75
10000.0,0.03,es,gs,hs,0.5,0.8,0.8,5,0.75
1.0,1.0,es,gs,ss,0.25,0.3,1.0,5,0.75
2.0,0.472144,es,gs,ss,0.25,0.3,1.0,5,0.75
7.0,0.067081,es,gs,ss,0.25,0.3,1.0,5,0.75
21.0,0.000525,es,gs,ss,0.25,0.3,1.0,5,0.75
59.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
166.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
464.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
1291.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
3593.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
10000.0,0.0,es,gs,ss,0.25,0.3,1.0,5,0.75
1.0,1.0,es,gs,ss,0.0,1.0,0.7,5,0.9
2.0,1.460144,es,gs,ss,0.0,1.0,0.7,5,0.9
7.0,1.608376,es,gs,ss,0.0,1.0,0.7,5,0.9
21.0,1.555659,es,gs,ss,0.0,1.0,0.7,5,0.9
59.0,1.55583,es,gs,ss,0.0,1.0,0.7,5,0.9
166.0,1.709136,es,gs,ss,0.0,1.0,0.7,5,0.9
464.0,2.112592,es,gs,ss,0.0,1.0,0.7,5,0.9
1291.0,3.564451,es,gs,ss,0.0,1.0,0.7,5,0.9
3593.0,8.468701000000001,es,gs,ss,0.0,1.0,0.7,5,0.9
10000.0,23.180000000000003,es,gs,ss,0.0,1.0,0.7,5,0.9
1.0,1.0,es,gs,ss,0.25,0.5,0.7,5,0.9
2.0,1.13262,es,gs,ss,0.25,0.5,0.7,5,0.9
7.0,0.624239,es,gs,ss,0.25,0.5,0.7,5,0.9
21.0,0.40425,es,gs,ss,0.25,0.5,0.7,5,0.9
59.0,0.111038,es,gs,ss,0.25,0.5,0.7,5,0.9
166.0,0.001328,es,gs,ss,0.25,0.5,0.7,5,0.9
464.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.9
1291.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.9
3593.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.9
10000.0,0.0,es,gs,ss,0.25,0.5,0.7,5,0.9
1.0,1.0,es,gs,hs,0.75,0.5,0.7,5,0.95
2.0,0.88443,es,gs,hs,0.75,0.5,0.7,5,0.95
7.0,0.561771,es,gs,hs,0.75,0.5,0.7,5,0.95
21.0,0.43974,es,gs,hs,0.75,0.5,0.7,5,0.95
59.0,0.245794,es,gs,hs,0.75,0.5,0.7,5,0.95
166.0,0.022078,es,gs,hs,0.75,0.5,0.7,5,0.95
464.0,0.0,es,gs,hs,0.75,0.5,0.7,5,0.95
1291.0,0.0,es,gs,hs,0.75,0.5,0.7,5,0.95
3593.0,0.0,es,gs,hs,0.75,0.5,0.7,5,0.95
10000.0,0.0,es,gs,hs,0.75,0.5,0.7,5,0.95
1.0,1.0,es,gs,ss,0.0,0.2,0.7,5,0.85
2.0,0.611962,es,gs,ss,0.0,0.2,0.7,5,0.85
7.0,0.004578,es,gs,ss,0.0,0.2,0.7,5,0.85
21.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
59.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
166.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
464.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
1291.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
3593.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
10000.0,0.0,es,gs,ss,0.0,0.2,0.7,5,0.85
1.0,1.0,es,gs,hs,0.5,0.0,0.8,5,0.8
2.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
7.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
21.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
59.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
166.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
464.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.8
