N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wB
166.0,0.0,es,gs,hs,0.0,0.1,0.7,5,0.75
464.0,0.0,es,gs,hs,0.0,0.1,0.7,5,0.75
1291.0,0.0,es,gs,hs,0.0,0.1,0.7,5,0.75
3593.0,0.0,es,gs,hs,0.0,0.1,0.7,5,0.75
10000.0,0.0,es,gs,hs,0.0,0.1,0.7,5,0.75
1.0,1.0,es,gs,ss,0.0,0.5,0.9,5,0.99
2.0,0.823242,es,gs,ss,0.0,0.5,0.9,5,0.99
7.0,0.491197,es,gs,ss,0.0,0.5,0.9,5,0.99
21.0,0.3190739999999999,es,gs,ss,0.0,0.5,0.9,5,0.99
59.0,0.096406,es,gs,ss,0.0,0.5,0.9,5,0.99
166.0,0.001328,es,gs,ss,0.0,0.5,0.9,5,0.99
464.0,0.0,es,gs,ss,0.0,0.5,0.9,5,0.99
1291.0,0.0,es,gs,ss,0.0,0.5,0.9,5,0.99
3593.0,0.0,es,gs,ss,0.0,0.5,0.9,5,0.99
10000.0,0.0,es,gs,ss,0.0,0.5,0.9,5,0.99
1.0,1.0,es,gs,ss,0.0,0.8,0.8,5,0.85
2.0,1.211874,es,gs,ss,0.0,0.8,0.8,5,0.85
7.0,1.053094,es,gs,ss,0.0,0.8,0.8,5,0.85
21.0,0.999201,es,gs,ss,0.0,0.8,0.8,5,0.85
59.0,1.007484,es,gs,ss,0.0,0.8,0.8,5,0.85
166.0,0.984214,es,gs,ss,0.0,0.8,0.8,5,0.85
464.0,0.962336,es,gs,ss,0.0,0.8,0.8,5,0.85
1291.0,1.031509,es,gs,ss,0.0,0.8,0.8,5,0.85
3593.0,0.937773,es,gs,ss,0.0,0.8,0.8,5,0.85
10000.0,1.09,es,gs,ss,0.0,0.8,0.8,5,0.85
1.0,1.0,es,gs,hs,0.25,0.9,0.7,5,0.9
2.0,0.691822,es,gs,hs,0.25,0.9,0.7,5,0.9
7.0,0.464541,es,gs,hs,0.25,0.9,0.7,5,0.9
21.0,0.304353,es,gs,hs,0.25,0.9,0.7,5,0.9
59.0,0.050504,es,gs,hs,0.25,0.9,0.7,5,0.9
166.0,0.000166,es,gs,hs,0.25,0.9,0.7,5,0.9
464.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.9
1291.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.9
3593.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.9
10000.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.9
1.0,1.0,es,gs,hs,1.0,0.2,0.9,5,0.85
2.0,0.576438,es,gs,hs,1.0,0.2,0.9,5,0.85
7.0,0.004795,es,gs,hs,1.0,0.2,0.9,5,0.85
21.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
59.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
166.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
464.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
1291.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
3593.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
10000.0,0.0,es,gs,hs,1.0,0.2,0.9,5,0.85
1.0,1.0,es,gs,hs,0.25,0.5,0.7,5,0.95
2.0,0.72651,es,gs,hs,0.25,0.5,0.7,5,0.95
7.0,0.1715,es,gs,hs,0.25,0.5,0.7,5,0.95
21.0,0.000966,es,gs,hs,0.25,0.5,0.7,5,0.95
59.0,0.037642,es,gs,hs,0.25,0.5,0.7,5,0.95
166.0,0.01079,es,gs,hs,0.25,0.5,0.7,5,0.95
464.0,0.0,es,gs,hs,0.25,0.5,0.7,5,0.95
1291.0,0.0,es,gs,hs,0.25,0.5,0.7,5,0.95
3593.0,0.0,es,gs,hs,0.25,0.5,0.7,5,0.95
10000.0,0.0,es,gs,hs,0.25,0.5,0.7,5,0.95
1.0,1.0,es,gs,hs,0.5,1.0,1.0,5,0.9
2.0,0.701602,es,gs,hs,0.5,1.0,1.0,5,0.9
7.0,0.715869,es,gs,hs,0.5,1.0,1.0,5,0.9
21.0,0.886935,es,gs,hs,0.5,1.0,1.0,5,0.9
59.0,0.987188,es,gs,hs,0.5,1.0,1.0,5,0.9
166.0,1.002972,es,gs,hs,0.5,1.0,1.0,5,0.9
464.0,1.007344,es,gs,hs,0.5,1.0,1.0,5,0.9
1291.0,0.919192,es,gs,hs,0.5,1.0,1.0,5,0.9
3593.0,0.97011,es,gs,hs,0.5,1.0,1.0,5,0.9
10000.0,0.94,es,gs,hs,0.5,1.0,1.0,5,0.9
1.0,1.0,es,gs,hs,1.0,0.8,0.7,5,0.8
2.0,0.986766,es,gs,hs,1.0,0.8,0.7,5,0.8
7.0,1.12966,es,gs,hs,1.0,0.8,0.7,5,0.8
21.0,1.1124960000000002,es,gs,hs,1.0,0.8,0.7,5,0.8
59.0,1.140942,es,gs,hs,1.0,0.8,0.7,5,0.8
166.0,1.20765,es,gs,hs,1.0,0.8,0.7,5,0.8
464.0,1.386432,es,gs,hs,1.0,0.8,0.7,5,0.8
1291.0,2.079801,es,gs,hs,1.0,0.8,0.7,5,0.8
3593.0,4.343937,es,gs,hs,1.0,0.8,0.7,5,0.8
10000.0,11.4,es,gs,hs,1.0,0.8,0.7,5,0.8
1.0,1.0,es,gs,hs,1.0,0.1,1.0,5,0.75
2.0,0.309036,es,gs,hs,1.0,0.1,1.0,5,0.75
7.0,0.0007279999999999,es,gs,hs,1.0,0.1,1.0,5,0.75
21.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
59.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
166.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
464.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
1291.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
3593.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
10000.0,0.0,es,gs,hs,1.0,0.1,1.0,5,0.75
1.0,1.0,es,gs,hs,0.25,0.1,0.8,5,0.95
2.0,0.265314,es,gs,hs,0.25,0.1,0.8,5,0.95
7.0,0.0009729999999999,es,gs,hs,0.25,0.1,0.8,5,0.95
21.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
59.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
166.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
464.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
1291.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
3593.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
10000.0,0.0,es,gs,hs,0.25,0.1,0.8,5,0.95
1.0,1.0,es,gs,hs,0.0,0.5,0.8,5,0.75
2.0,0.45309,es,gs,hs,0.0,0.5,0.8,5,0.75
7.0,0.005999,es,gs,hs,0.0,0.5,0.8,5,0.75
21.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
59.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
166.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
464.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
1291.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
3593.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
10000.0,0.0,es,gs,hs,0.0,0.5,0.8,5,0.75
1.0,1.0,es,gs,ss,0.25,0.7,0.7,5,0.99
2.0,1.296362,es,gs,ss,0.25,0.7,0.7,5,0.99
7.0,1.055971,es,gs,ss,0.25,0.7,0.7,5,0.99
21.0,0.998844,es,gs,ss,0.25,0.7,0.7,5,0.99
59.0,1.001997,es,gs,ss,0.25,0.7,0.7,5,0.99
166.0,0.999652,es,gs,ss,0.25,0.7,0.7,5,0.99
464.0,1.003632,es,gs,ss,0.25,0.7,0.7,5,0.99
1291.0,1.047001,es,gs,ss,0.25,0.7,0.7,5,0.99
1.0,1.0,es,gs,hs,0.5,0.6,0.8,5,0.75
2.0,0.715492,es,gs,hs,0.5,0.6,0.8,5,0.75
7.0,0.31906,es,gs,hs,0.5,0.6,0.8,5,0.75
21.0,0.010017,es,gs,hs,0.5,0.6,0.8,5,0.75
59.0,0.000767,es,gs,hs,0.5,0.6,0.8,5,0.75
166.0,0.036022,es,gs,hs,0.5,0.6,0.8,5,0.75
464.0,0.40136,es,gs,hs,0.5,0.6,0.8,5,0.75
1291.0,1.629242,es,gs,hs,0.5,0.6,0.8,5,0.75
3593.0,5.242187,es,gs,hs,0.5,0.6,0.8,5,0.75
10000.0,15.6,es,gs,hs,0.5,0.6,0.8,5,0.75
1.0,1.0,es,gs,hs,0.25,0.2,0.8,5,0.8
2.0,0.419128,es,gs,hs,0.25,0.2,0.8,5,0.8
7.0,0.0038919999999999,es,gs,hs,0.25,0.2,0.8,5,0.8
21.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
59.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
166.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
464.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
1291.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
3593.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
10000.0,0.0,es,gs,hs,0.25,0.2,0.8,5,0.8
1.0,1.0,es,gs,hs,0.75,0.5,0.9,5,0.75
2.0,0.79417,es,gs,hs,0.75,0.5,0.9,5,0.75
7.0,0.452851,es,gs,hs,0.75,0.5,0.9,5,0.75
21.0,0.464142,es,gs,hs,0.75,0.5,0.9,5,0.75
59.0,0.386037,es,gs,hs,0.75,0.5,0.9,5,0.75
166.0,0.152886,es,gs,hs,0.75,0.5,0.9,5,0.75
464.0,0.006032,es,gs,hs,0.75,0.5,0.9,5,0.75
1291.0,0.0,es,gs,hs,0.75,0.5,0.9,5,0.75
3593.0,0.0,es,gs,hs,0.75,0.5,0.9,5,0.75
10000.0,0.0,es,gs,hs,0.75,0.5,0.9,5,0.75
1.0,1.0,es,gs,hs,0.75,0.6,0.9,5,0.8
2.0,0.809902,es,gs,hs,0.75,0.6,0.9,5,0.8
7.0,0.713461,es,gs,hs,0.75,0.6,0.9,5,0.8
21.0,0.566979,es,gs,hs,0.75,0.6,0.9,5,0.8
59.0,0.6098830000000001,es,gs,hs,0.75,0.6,0.9,5,0.8
166.0,0.5976,es,gs,hs,0.75,0.6,0.9,5,0.8
464.0,0.580928,es,gs,hs,0.75,0.6,0.9,5,0.8
1291.0,0.462178,es,gs,hs,0.75,0.6,0.9,5,0.8
3593.0,0.17965,es,gs,hs,0.75,0.6,0.9,5,0.8
10000.0,0.01,es,gs,hs,0.75,0.6,0.9,5,0.8
1.0,1.0,es,gs,hs,0.25,0.8,1.0,5,0.85
2.0,0.609098,es,gs,hs,0.25,0.8,1.0,5,0.85
7.0,0.332983,es,gs,hs,0.25,0.8,1.0,5,0.85
21.0,0.054474,es,gs,hs,0.25,0.8,1.0,5,0.85
59.0,0.000236,es,gs,hs,0.25,0.8,1.0,5,0.85
166.0,0.0,es,gs,hs,0.25,0.8,1.0,5,0.85
464.0,0.0,es,gs,hs,0.25,0.8,1.0,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.8,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.8,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.8,1.0,5,0.85
1.0,1.0,es,gs,hs,0.75,0.4,0.7,5,0.8
2.0,0.819592,es,gs,hs,0.75,0.4,0.7,5,0.8
7.0,0.202531,es,gs,hs,0.75,0.4,0.7,5,0.8
21.0,0.165732,es,gs,hs,0.75,0.4,0.7,5,0.8
59.0,0.014219,es,gs,hs,0.75,0.4,0.7,5,0.8
166.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.8
464.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.8
1291.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.8
3593.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.8
10000.0,0.0,es,gs,hs,0.75,0.4,0.7,5,0.8
1.0,1.0,es,gs,ss,0.0,0.6,0.8,5,0.8
2.0,1.067478,es,gs,ss,0.0,0.6,0.8,5,0.8
7.0,0.7445900000000001,es,gs,ss,0.0,0.6,0.8,5,0.8
21.0,0.656166,es,gs,ss,0.0,0.6,0.8,5,0.8
59.0,0.5090520000000001,es,gs,ss,0.0,0.6,0.8,5,0.8
166.0,0.241032,es,gs,ss,0.0,0.6,0.8,5,0.8
464.0,0.019488,es,gs,ss,0.0,0.6,0.8,5,0.8
1291.0,0.0,es,gs,ss,0.0,0.6,0.8,5,0.8
3593.0,0.0,es,gs,ss,0.0,0.6,0.8,5,0.8
10000.0,0.0,es,gs,ss,0.0,0.6,0.8,5,0.8
1.0,1.0,es,gs,hs,1.0,0.3,0.8,5,0.9
2.0,0.771948,es,gs,hs,1.0,0.3,0.8,5,0.9
7.0,0.133833,es,gs,hs,1.0,0.3,0.8,5,0.9
21.0,0.009471,es,gs,hs,1.0,0.3,0.8,5,0.9
59.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
166.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
464.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
1291.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
3593.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
10000.0,0.0,es,gs,hs,1.0,0.3,0.8,5,0.9
1.0,1.0,es,gs,hs,0.0,0.7,0.8,5,0.9
2.0,0.584954,es,gs,hs,0.0,0.7,0.8,5,0.9
7.0,0.106568,es,gs,hs,0.0,0.7,0.8,5,0.9
21.0,0.000147,es,gs,hs,0.0,0.7,0.8,5,0.9
59.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
166.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
464.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
1291.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
3593.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
10000.0,0.0,es,gs,hs,0.0,0.7,0.8,5,0.9
1.0,1.0,es,gs,ss,0.0,0.1,1.0,5,0.95
2.0,0.167406,es,gs,ss,0.0,0.1,1.0,5,0.95
7.0,7.000000000000001e-05,es,gs,ss,0.0,0.1,1.0,5,0.95
21.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
59.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
166.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
464.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
1291.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
3593.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
10000.0,0.0,es,gs,ss,0.0,0.1,1.0,5,0.95
1.0,1.0,es,gs,hs,0.75,0.6,1.0,5,0.85
2.0,0.792066,es,gs,hs,0.75,0.6,1.0,5,0.85
7.0,0.748594,es,gs,hs,0.75,0.6,1.0,5,0.85
21.0,0.601818,es,gs,hs,0.75,0.6,1.0,5,0.85
59.0,0.605517,es,gs,hs,0.75,0.6,1.0,5,0.85
166.0,0.560416,es,gs,hs,0.75,0.6,1.0,5,0.85
464.0,0.420384,es,gs,hs,0.75,0.6,1.0,5,0.85
1291.0,0.135555,es,gs,hs,0.75,0.6,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.75,0.6,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.75,0.6,1.0,5,0.85
1.0,1.0,es,gs,hs,0.5,0.2,0.7,5,0.75
2.0,0.489044,es,gs,hs,0.5,0.2,0.7,5,0.75
7.0,0.006496,es,gs,hs,0.5,0.2,0.7,5,0.75
21.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
59.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
166.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
464.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
1291.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
3593.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
10000.0,0.0,es,gs,hs,0.5,0.2,0.7,5,0.75
1.0,1.0,es,gs,hs,0.5,0.8,1.0,5,0.99
2.0,0.745028,es,gs,hs,0.5,0.8,1.0,5,0.99
7.0,0.8042860000000001,es,gs,hs,0.5,0.8,1.0,5,0.99
21.0,0.942417,es,gs,hs,0.5,0.8,1.0,5,0.99
59.0,0.649059,es,gs,hs,0.5,0.8,1.0,5,0.99
166.0,0.633124,es,gs,hs,0.5,0.8,1.0,5,0.99
464.0,0.6152639999999999,es,gs,hs,0.5,0.8,1.0,5,0.99
1291.0,0.571913,es,gs,hs,0.5,0.8,1.0,5,0.99
3593.0,0.463497,es,gs,hs,0.5,0.8,1.0,5,0.99
10000.0,0.33,es,gs,hs,0.5,0.8,1.0,5,0.99
1.0,1.0,es,gs,hs,0.75,0.6,1.0,5,0.9
2.0,0.800802,es,gs,hs,0.75,0.6,1.0,5,0.9
7.0,0.776083,es,gs,hs,0.75,0.6,1.0,5,0.9
21.0,0.596757,es,gs,hs,0.75,0.6,1.0,5,0.9
59.0,0.5658099999999999,es,gs,hs,0.75,0.6,1.0,5,0.9
166.0,0.425292,es,gs,hs,0.75,0.6,1.0,5,0.9
464.0,0.19024,es,gs,hs,0.75,0.6,1.0,5,0.9
1291.0,0.010328,es,gs,hs,0.75,0.6,1.0,5,0.9
3593.0,0.0,es,gs,hs,0.75,0.6,1.0,5,0.9
10000.0,0.0,es,gs,hs,0.75,0.6,1.0,5,0.9
1.0,1.0,es,gs,hs,0.25,0.4,0.7,5,0.85
2.0,0.637228,es,gs,hs,0.25,0.4,0.7,5,0.85
7.0,0.044555,es,gs,hs,0.25,0.4,0.7,5,0.85
21.0,2.1e-05,es,gs,hs,0.25,0.4,0.7,5,0.85
59.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
166.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
464.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.4,0.7,5,0.85
1.0,1.0,es,gs,hs,1.0,0.3,0.9,5,0.95
2.0,0.745904,es,gs,hs,1.0,0.3,0.9,5,0.95
7.0,0.143185,es,gs,hs,1.0,0.3,0.9,5,0.95
21.0,0.009555,es,gs,hs,1.0,0.3,0.9,5,0.95
59.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
166.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
464.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
1291.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
3593.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
10000.0,0.0,es,gs,hs,1.0,0.3,0.9,5,0.95
1.0,1.0,es,gs,hs,0.5,0.0,0.8,5,0.99
2.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
7.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
21.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
59.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
166.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
464.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
1291.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
3593.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.0,0.8,5,0.99
1.0,1.0,es,gs,ss,0.0,0.9,0.8,5,0.95
2.0,1.273206,es,gs,ss,0.0,0.9,0.8,5,0.95
7.0,1.203349,es,gs,ss,0.0,0.9,0.8,5,0.95
21.0,1.136289,es,gs,ss,0.0,0.9,0.8,5,0.95
59.0,1.1284930000000002,es,gs,ss,0.0,0.9,0.8,5,0.95
166.0,1.126808,es,gs,ss,0.0,0.9,0.8,5,0.95
464.0,1.21104,es,gs,ss,0.0,0.9,0.8,5,0.95
1291.0,1.178683,es,gs,ss,0.0,0.9,0.8,5,0.95
3593.0,1.552176,es,gs,ss,0.0,0.9,0.8,5,0.95
10000.0,2.07,es,gs,ss,0.0,0.9,0.8,5,0.95
1.0,1.0,es,gs,ss,0.0,1.0,0.9,5,0.75
2.0,1.181622,es,gs,ss,0.0,1.0,0.9,5,0.75
7.0,1.149337,es,gs,ss,0.0,1.0,0.9,5,0.75
21.0,1.120791,es,gs,ss,0.0,1.0,0.9,5,0.75
59.0,1.113389,es,gs,ss,0.0,1.0,0.9,5,0.75
166.0,1.15453,es,gs,ss,0.0,1.0,0.9,5,0.75
464.0,1.132624,es,gs,ss,0.0,1.0,0.9,5,0.75
1291.0,1.154154,es,gs,ss,0.0,1.0,0.9,5,0.75
3593.0,1.106644,es,gs,ss,0.0,1.0,0.9,5,0.75
10000.0,1.24,es,gs,ss,0.0,1.0,0.9,5,0.75
1.0,1.0,es,gs,hs,0.75,0.3,0.9,5,0.99
2.0,0.714302,es,gs,hs,0.75,0.3,0.9,5,0.99
7.0,0.061523,es,gs,hs,0.75,0.3,0.9,5,0.99
21.0,0.013755,es,gs,hs,0.75,0.3,0.9,5,0.99
59.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
166.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
464.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
1291.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
3593.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
10000.0,0.0,es,gs,hs,0.75,0.3,0.9,5,0.99
1.0,1.0,es,gs,ss,0.0,0.9,0.7,5,0.8
2.0,1.4139,es,gs,ss,0.0,0.9,0.7,5,0.8
7.0,1.426971,es,gs,ss,0.0,0.9,0.7,5,0.8
21.0,1.339674,es,gs,ss,0.0,0.9,0.7,5,0.8
59.0,1.353106,es,gs,ss,0.0,0.9,0.7,5,0.8
166.0,1.494996,es,gs,ss,0.0,0.9,0.7,5,0.8
464.0,1.885232,es,gs,ss,0.0,0.9,0.7,5,0.8
1291.0,3.397912,es,gs,ss,0.0,0.9,0.7,5,0.8
3593.0,8.267493,es,gs,ss,0.0,0.9,0.7,5,0.8
1.0,1.0,es,gs,hs,0.0,1.0,0.8,5,0.99
2.0,0.639796,es,gs,hs,0.0,1.0,0.8,5,0.99
7.0,0.408674,es,gs,hs,0.0,1.0,0.8,5,0.99
21.0,0.280413,es,gs,hs,0.0,1.0,0.8,5,0.99
59.0,0.159595,es,gs,hs,0.0,1.0,0.8,5,0.99
166.0,0.036686,es,gs,hs,0.0,1.0,0.8,5,0.99
464.0,0.0,es,gs,hs,0.0,1.0,0.8,5,0.99
1291.0,0.0,es,gs,hs,0.0,1.0,0.8,5,0.99
3593.0,0.0,es,gs,hs,0.0,1.0,0.8,5,0.99
10000.0,0.0,es,gs,hs,0.0,1.0,0.8,5,0.99
1.0,1.0,es,gs,hs,0.5,0.4,0.7,5,0.99
2.0,0.789222,es,gs,hs,0.5,0.4,0.7,5,0.99
7.0,0.145908,es,gs,hs,0.5,0.4,0.7,5,0.99
21.0,0.127827,es,gs,hs,0.5,0.4,0.7,5,0.99
59.0,0.0069619999999999,es,gs,hs,0.5,0.4,0.7,5,0.99
166.0,0.0,es,gs,hs,0.5,0.4,0.7,5,0.99
464.0,0.0,es,gs,hs,0.5,0.4,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.5,0.4,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.5,0.4,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.4,0.7,5,0.99
1.0,1.0,es,gs,hs,0.0,0.8,0.7,5,0.9
2.0,0.591242,es,gs,hs,0.0,0.8,0.7,5,0.9
7.0,0.152103,es,gs,hs,0.0,0.8,0.7,5,0.9
21.0,0.0010919999999999,es,gs,hs,0.0,0.8,0.7,5,0.9
59.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
166.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
464.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
1291.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
3593.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
10000.0,0.0,es,gs,hs,0.0,0.8,0.7,5,0.9
1.0,1.0,es,gs,hs,0.25,0.0,0.8,5,0.85
2.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
7.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
21.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
59.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
166.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
464.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.0,0.8,5,0.85
1.0,1.0,es,gs,hs,1.0,0.9,0.8,5,0.75
2.0,0.944414,es,gs,hs,1.0,0.9,0.8,5,0.75
7.0,1.0971799999999998,es,gs,hs,1.0,0.9,0.8,5,0.75
21.0,1.075347,es,gs,hs,1.0,0.9,0.8,5,0.75
59.0,1.092326,es,gs,hs,1.0,0.9,0.8,5,0.75
166.0,1.09228,es,gs,hs,1.0,0.9,0.8,5,0.75
464.0,1.1168479999999998,es,gs,hs,1.0,0.9,0.8,5,0.75
1291.0,1.065075,es,gs,hs,1.0,0.9,0.8,5,0.75
3593.0,1.200062,es,gs,hs,1.0,0.9,0.8,5,0.75
10000.0,1.77,es,gs,hs,1.0,0.9,0.8,5,0.75
1.0,1.0,es,gs,hs,1.0,1.0,0.9,5,0.95
2.0,0.899408,es,gs,hs,1.0,1.0,0.9,5,0.95
7.0,1.057504,es,gs,hs,1.0,1.0,0.9,5,0.95
21.0,1.079253,es,gs,hs,1.0,1.0,0.9,5,0.95
59.0,1.082414,es,gs,hs,1.0,1.0,0.9,5,0.95
166.0,1.072692,es,gs,hs,1.0,1.0,0.9,5,0.95
464.0,1.0904,es,gs,hs,1.0,1.0,0.9,5,0.95
1291.0,0.992779,es,gs,hs,1.0,1.0,0.9,5,0.95
3593.0,1.027598,es,gs,hs,1.0,1.0,0.9,5,0.95
10000.0,1.24,es,gs,hs,1.0,1.0,0.9,5,0.95
1.0,1.0,es,gs,hs,0.75,0.2,0.9,5,0.9
2.0,0.54687,es,gs,hs,0.75,0.2,0.9,5,0.9
7.0,0.007182,es,gs,hs,0.75,0.2,0.9,5,0.9
21.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
59.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
166.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
464.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
1291.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
3593.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
10000.0,0.0,es,gs,hs,0.75,0.2,0.9,5,0.9
1.0,1.0,es,gs,hs,0.25,0.9,1.0,5,0.95
2.0,0.6547,es,gs,hs,0.25,0.9,1.0,5,0.95
7.0,0.557606,es,gs,hs,0.25,0.9,1.0,5,0.95
21.0,0.624351,es,gs,hs,0.25,0.9,1.0,5,0.95
59.0,0.457958,es,gs,hs,0.25,0.9,1.0,5,0.95
166.0,0.13944,es,gs,hs,0.25,0.9,1.0,5,0.95
464.0,0.299744,es,gs,hs,0.25,0.9,1.0,5,0.95
