N,NPfix,fits,germs,hards,pGermBH,pGermWT,bankLength,fmean,fvar
21.0,0.47523,fs,gs,ss,0.6,0.7,3,1.1,0.1
46.0,0.2116,fs,gs,ss,0.6,0.7,3,1.1,0.1
100.0,0.018,fs,gs,ss,0.6,0.7,3,1.1,0.1
215.0,0.0,fs,gs,ss,0.6,0.7,3,1.1,0.1
464.0,0.0,fs,gs,ss,0.6,0.7,3,1.1,0.1
1000.0,0.0,fs,gs,ss,0.6,0.7,3,1.1,0.1
1.0,1.0,fd,gs,ss,0.9,0.9,7,0.9,0.1
2.0,1.11886,fd,gs,ss,0.9,0.9,7,0.9,0.1
4.0,1.0766,fd,gs,ss,0.9,0.9,7,0.9,0.1
10.0,1.0322,fd,gs,ss,0.9,0.9,7,0.9,0.1
21.0,1.0101,fd,gs,ss,0.9,0.9,7,0.9,0.1
46.0,1.02718,fd,gs,ss,0.9,0.9,7,0.9,0.1
100.0,0.994,fd,gs,ss,0.9,0.9,7,0.9,0.1
215.0,0.9331,fd,gs,ss,0.9,0.9,7,0.9,0.1
464.0,0.98832,fd,gs,ss,0.9,0.9,7,0.9,0.1
1000.0,0.98,fd,gs,ss,0.9,0.9,7,0.9,0.1
1.0,1.0,fs,gs,ss,0.5,0.7,5,1.1,0.01
2.0,1.13446,fs,gs,ss,0.5,0.7,5,1.1,0.01
4.0,0.837,fs,gs,ss,0.5,0.7,5,1.1,0.01
10.0,0.5495,fs,gs,ss,0.5,0.7,5,1.1,0.01
21.0,0.38493,fs,gs,ss,0.5,0.7,5,1.1,0.01
46.0,0.18722,fs,gs,ss,0.5,0.7,5,1.1,0.01
100.0,0.024,fs,gs,ss,0.5,0.7,5,1.1,0.01
215.0,0.00215,fs,gs,ss,0.5,0.7,5,1.1,0.01
464.0,0.0,fs,gs,ss,0.5,0.7,5,1.1,0.01
1000.0,0.0,fs,gs,ss,0.5,0.7,5,1.1,0.01
1.0,1.0,fs,gs,ss,0.7,0.8,7,1.0,0.1
2.0,1.14028,fs,gs,ss,0.7,0.8,7,1.0,0.1
4.0,1.01532,fs,gs,ss,0.7,0.8,7,1.0,0.1
10.0,0.8883000000000001,fs,gs,ss,0.7,0.8,7,1.0,0.1
21.0,0.8563799999999999,fs,gs,ss,0.7,0.8,7,1.0,0.1
46.0,0.84134,fs,gs,ss,0.7,0.8,7,1.0,0.1
100.0,0.909,fs,gs,ss,0.7,0.8,7,1.0,0.1
215.0,0.9116,fs,gs,ss,0.7,0.8,7,1.0,0.1
464.0,0.928,fs,gs,ss,0.7,0.8,7,1.0,0.1
1000.0,0.83,fs,gs,ss,0.7,0.8,7,1.0,0.1
1.0,1.0,fs,gs,ss,0.6,0.6,7,0.9,0.1
2.0,1.38062,fs,gs,ss,0.6,0.6,7,0.9,0.1
4.0,1.30264,fs,gs,ss,0.6,0.6,7,0.9,0.1
10.0,1.0266,fs,gs,ss,0.6,0.6,7,0.9,0.1
21.0,1.01451,fs,gs,ss,0.6,0.6,7,0.9,0.1
46.0,0.97888,fs,gs,ss,0.6,0.6,7,0.9,0.1
100.0,1.03,fs,gs,ss,0.6,0.6,7,0.9,0.1
215.0,1.0105,fs,gs,ss,0.6,0.6,7,0.9,0.1
464.0,0.90944,fs,gs,ss,0.6,0.6,7,0.9,0.1
1000.0,1.05,fs,gs,ss,0.6,0.6,7,0.9,0.1
1.0,1.0,fd,gs,ss,0.9,0.8,3,1.1,0.1
2.0,1.27418,fd,gs,ss,0.9,0.8,3,1.1,0.1
4.0,1.2794,fd,gs,ss,0.9,0.8,3,1.1,0.1
10.0,1.1793,fd,gs,ss,0.9,0.8,3,1.1,0.1
21.0,1.18398,fd,gs,ss,0.9,0.8,3,1.1,0.1
46.0,1.21302,fd,gs,ss,0.9,0.8,3,1.1,0.1
100.0,1.34,fd,gs,ss,0.9,0.8,3,1.1,0.1
215.0,1.6469,fd,gs,ss,0.9,0.8,3,1.1,0.1
464.0,2.2272,fd,gs,ss,0.9,0.8,3,1.1,0.1
1000.0,3.82,fd,gs,ss,0.9,0.8,3,1.1,0.1
1.0,1.0,fd,gs,ss,0.6,1.0,5,1.0,0.05
2.0,0.73974,fd,gs,ss,0.6,1.0,5,1.0,0.05
4.0,0.64496,fd,gs,ss,0.6,1.0,5,1.0,0.05
10.0,0.5767,fd,gs,ss,0.6,1.0,5,1.0,0.05
21.0,0.54138,fd,gs,ss,0.6,1.0,5,1.0,0.05
46.0,0.4586199999999999,fd,gs,ss,0.6,1.0,5,1.0,0.05
100.0,0.305,fd,gs,ss,0.6,1.0,5,1.0,0.05
215.0,0.12685,fd,gs,ss,0.6,1.0,5,1.0,0.05
464.0,0.01392,fd,gs,ss,0.6,1.0,5,1.0,0.05
1000.0,0.0,fd,gs,ss,0.6,1.0,5,1.0,0.05
1.0,1.0,fs,gs,ss,0.5,0.7,5,1.0,0.01
2.0,1.13388,fs,gs,ss,0.5,0.7,5,1.0,0.01
4.0,0.83808,fs,gs,ss,0.5,0.7,5,1.0,0.01
10.0,0.5659000000000001,fs,gs,ss,0.5,0.7,5,1.0,0.01
21.0,0.3992099999999999,fs,gs,ss,0.5,0.7,5,1.0,0.01
46.0,0.184,fs,gs,ss,0.5,0.7,5,1.0,0.01
100.0,0.0279999999999999,fs,gs,ss,0.5,0.7,5,1.0,0.01
215.0,0.0,fs,gs,ss,0.5,0.7,5,1.0,0.01
464.0,0.0,fs,gs,ss,0.5,0.7,5,1.0,0.01
1000.0,0.0,fs,gs,ss,0.5,0.7,5,1.0,0.01
1.0,1.0,fd,gs,ss,0.8,0.7,7,1.0,0.1
2.0,1.3528,fd,gs,ss,0.8,0.7,7,1.0,0.1
4.0,1.372,fd,gs,ss,0.8,0.7,7,1.0,0.1
10.0,1.1879,fd,gs,ss,0.8,0.7,7,1.0,0.1
21.0,1.15185,fd,gs,ss,0.8,0.7,7,1.0,0.1
46.0,1.12286,fd,gs,ss,0.8,0.7,7,1.0,0.1
100.0,1.234,fd,gs,ss,0.8,0.7,7,1.0,0.1
215.0,1.1567,fd,gs,ss,0.8,0.7,7,1.0,0.1
464.0,1.28992,fd,gs,ss,0.8,0.7,7,1.0,0.1
1000.0,1.17,fd,gs,ss,0.8,0.7,7,1.0,0.1
1.0,1.0,fd,gs,hs,0.7,0.7,5,1.1,0.01
2.0,0.76058,fd,gs,hs,0.7,0.7,5,1.1,0.01
4.0,0.6404,fd,gs,hs,0.7,0.7,5,1.1,0.01
10.0,0.4838,fd,gs,hs,0.7,0.7,5,1.1,0.01
21.0,0.19257,fd,gs,hs,0.7,0.7,5,1.1,0.01
46.0,0.5450999999999999,fd,gs,hs,0.7,0.7,5,1.1,0.01
100.0,0.713,fd,gs,hs,0.7,0.7,5,1.1,0.01
215.0,0.9159,fd,gs,hs,0.7,0.7,5,1.1,0.01
464.0,1.00224,fd,gs,hs,0.7,0.7,5,1.1,0.01
1000.0,1.22,fd,gs,hs,0.7,0.7,5,1.1,0.01
1.0,1.0,fs,gs,ss,1.0,0.9,5,1.0,0.05
2.0,1.19108,fs,gs,ss,1.0,0.9,5,1.0,0.05
4.0,1.16672,fs,gs,ss,1.0,0.9,5,1.0,0.05
10.0,1.1354,fs,gs,ss,1.0,0.9,5,1.0,0.05
21.0,1.14492,fs,gs,ss,1.0,0.9,5,1.0,0.05
46.0,1.08376,fs,gs,ss,1.0,0.9,5,1.0,0.05
100.0,1.105,fs,gs,ss,1.0,0.9,5,1.0,0.05
215.0,1.1416499999999998,fs,gs,ss,1.0,0.9,5,1.0,0.05
464.0,1.19712,fs,gs,ss,1.0,0.9,5,1.0,0.05
1000.0,1.1800000000000002,fs,gs,ss,1.0,0.9,5,1.0,0.05
1.0,1.0,fs,gs,ss,0.8,0.7,5,0.9,0.01
2.0,1.35604,fs,gs,ss,0.8,0.7,5,0.9,0.01
4.0,1.38276,fs,gs,ss,0.8,0.7,5,0.9,0.01
10.0,1.1794,fs,gs,ss,0.8,0.7,5,0.9,0.01
21.0,1.14807,fs,gs,ss,0.8,0.7,5,0.9,0.01
46.0,1.1661,fs,gs,ss,0.8,0.7,5,0.9,0.01
100.0,1.267,fs,gs,ss,0.8,0.7,5,0.9,0.01
215.0,1.4362,fs,gs,ss,0.8,0.7,5,0.9,0.01
464.0,1.84672,fs,gs,ss,0.8,0.7,5,0.9,0.01
1000.0,2.5500000000000003,fs,gs,ss,0.8,0.7,5,0.9,0.01
1.0,1.0,fs,gs,ss,1.0,0.7,5,1.0,0.1
2.0,1.45988,fs,gs,ss,1.0,0.7,5,1.0,0.1
4.0,1.67668,fs,gs,ss,1.0,0.7,5,1.0,0.1
10.0,1.5867,fs,gs,ss,1.0,0.7,5,1.0,0.1
21.0,1.54392,fs,gs,ss,1.0,0.7,5,1.0,0.1
46.0,1.51156,fs,gs,ss,1.0,0.7,5,1.0,0.1
100.0,1.6,fs,gs,ss,1.0,0.7,5,1.0,0.1
215.0,1.7587,fs,gs,ss,1.0,0.7,5,1.0,0.1
464.0,2.25968,fs,gs,ss,1.0,0.7,5,1.0,0.1
1000.0,3.14,fs,gs,ss,1.0,0.7,5,1.0,0.1
1.0,1.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
2.0,0.6833,fd,gs,hs,0.7,0.7,5,1.0,0.01
4.0,0.48576,fd,gs,hs,0.7,0.7,5,1.0,0.01
10.0,0.1513,fd,gs,hs,0.7,0.7,5,1.0,0.01
21.0,0.00672,fd,gs,hs,0.7,0.7,5,1.0,0.01
46.0,0.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
100.0,0.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
215.0,0.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
464.0,0.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
1000.0,0.0,fd,gs,hs,0.7,0.7,5,1.0,0.01
1.0,1.0,fs,gs,ss,1.0,0.9,5,1.1,0.05
2.0,1.18456,fs,gs,ss,1.0,0.9,5,1.1,0.05
4.0,1.1726,fs,gs,ss,1.0,0.9,5,1.1,0.05
10.0,1.133,fs,gs,ss,1.0,0.9,5,1.1,0.05
21.0,1.13337,fs,gs,ss,1.0,0.9,5,1.1,0.05
46.0,1.12056,fs,gs,ss,1.0,0.9,5,1.1,0.05
100.0,1.131,fs,gs,ss,1.0,0.9,5,1.1,0.05
215.0,1.1395,fs,gs,ss,1.0,0.9,5,1.1,0.05
464.0,1.15072,fs,gs,ss,1.0,0.9,5,1.1,0.05
1000.0,1.26,fs,gs,ss,1.0,0.9,5,1.1,0.05
1.0,1.0,fd,gs,hs,0.8,1.0,3,1.1,0.1
2.0,0.69546,fd,gs,hs,0.8,1.0,3,1.1,0.1
4.0,0.607,fd,gs,hs,0.8,1.0,3,1.1,0.1
10.0,0.6393,fd,gs,hs,0.8,1.0,3,1.1,0.1
21.0,0.61845,fd,gs,hs,0.8,1.0,3,1.1,0.1
46.0,0.59846,fd,gs,hs,0.8,1.0,3,1.1,0.1
100.0,0.709,fd,gs,hs,0.8,1.0,3,1.1,0.1
215.0,0.69875,fd,gs,hs,0.8,1.0,3,1.1,0.1
464.0,0.54752,fd,gs,hs,0.8,1.0,3,1.1,0.1
1000.0,0.24,fd,gs,hs,0.8,1.0,3,1.1,0.1
1.0,1.0,fs,gs,hs,1.0,0.5,7,1.0,0.01
2.0,0.71314,fs,gs,hs,1.0,0.5,7,1.0,0.01
4.0,0.57464,fs,gs,hs,1.0,0.5,7,1.0,0.01
10.0,0.4215,fs,gs,hs,1.0,0.5,7,1.0,0.01
21.0,0.3276,fs,gs,hs,1.0,0.5,7,1.0,0.01
46.0,0.27232,fs,gs,hs,1.0,0.5,7,1.0,0.01
100.0,0.26,fs,gs,hs,1.0,0.5,7,1.0,0.01
215.0,0.3096,fs,gs,hs,1.0,0.5,7,1.0,0.01
464.0,0.35264,fs,gs,hs,1.0,0.5,7,1.0,0.01
1000.0,0.6,fs,gs,hs,1.0,0.5,7,1.0,0.01
1.0,1.0,fd,gs,hs,0.9,0.6,5,1.0,0.01
2.0,0.69578,fd,gs,hs,0.9,0.6,5,1.0,0.01
4.0,0.53952,fd,gs,hs,0.9,0.6,5,1.0,0.01
10.0,0.3526,fd,gs,hs,0.9,0.6,5,1.0,0.01
21.0,0.22155,fd,gs,hs,0.9,0.6,5,1.0,0.01
46.0,0.03956,fd,gs,hs,0.9,0.6,5,1.0,0.01
100.0,0.0,fd,gs,hs,0.9,0.6,5,1.0,0.01
215.0,0.0,fd,gs,hs,0.9,0.6,5,1.0,0.01
464.0,0.0,fd,gs,hs,0.9,0.6,5,1.0,0.01
1000.0,0.0,fd,gs,hs,0.9,0.6,5,1.0,0.01
1.0,1.0,fd,gs,ss,0.6,0.5,3,1.1,0.05
2.0,1.48808,fd,gs,ss,0.6,0.5,3,1.1,0.05
4.0,1.67696,fd,gs,ss,0.6,0.5,3,1.1,0.05
10.0,1.8638,fd,gs,ss,0.6,0.5,3,1.1,0.05
21.0,3.0046800000000005,fd,gs,ss,0.6,0.5,3,1.1,0.05
46.0,5.9648200000000005,fd,gs,ss,0.6,0.5,3,1.1,0.05
100.0,12.937,fd,gs,ss,0.6,0.5,3,1.1,0.05
215.0,27.93065,fd,gs,ss,0.6,0.5,3,1.1,0.05
464.0,59.215680000000006,fd,gs,ss,0.6,0.5,3,1.1,0.05
1000.0,130.42000000000002,fd,gs,ss,0.6,0.5,3,1.1,0.05
1.0,1.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
2.0,0.61908,fs,gs,hs,0.9,0.5,3,0.9,0.05
4.0,0.39012,fs,gs,hs,0.9,0.5,3,0.9,0.05
10.0,0.1106999999999999,fs,gs,hs,0.9,0.5,3,0.9,0.05
21.0,0.0084,fs,gs,hs,0.9,0.5,3,0.9,0.05
46.0,0.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
100.0,0.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
215.0,0.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
464.0,0.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
1000.0,0.0,fs,gs,hs,0.9,0.5,3,0.9,0.05
1.0,1.0,fs,gs,ss,0.5,0.7,3,0.9,0.1
2.0,1.07416,fs,gs,ss,0.5,0.7,3,0.9,0.1
4.0,0.72196,fs,gs,ss,0.5,0.7,3,0.9,0.1
10.0,0.2848,fs,gs,ss,0.5,0.7,3,0.9,0.1
21.0,0.08358,fs,gs,ss,0.5,0.7,3,0.9,0.1
46.0,0.00138,fs,gs,ss,0.5,0.7,3,0.9,0.1
100.0,0.0,fs,gs,ss,0.5,0.7,3,0.9,0.1
215.0,0.0,fs,gs,ss,0.5,0.7,3,0.9,0.1
464.0,0.0,fs,gs,ss,0.5,0.7,3,0.9,0.1
1000.0,0.0,fs,gs,ss,0.5,0.7,3,0.9,0.1
1.0,1.0,fs,gs,ss,0.8,0.5,5,1.0,0.1
2.0,1.60744,fs,gs,ss,0.8,0.5,5,1.0,0.1
4.0,2.09772,fs,gs,ss,0.8,0.5,5,1.0,0.1
10.0,2.1007,fs,gs,ss,0.8,0.5,5,1.0,0.1
21.0,2.56305,fs,gs,ss,0.8,0.5,5,1.0,0.1
46.0,4.03098,fs,gs,ss,0.8,0.5,5,1.0,0.1
100.0,7.867,fs,gs,ss,0.8,0.5,5,1.0,0.1
215.0,16.3529,fs,gs,ss,0.8,0.5,5,1.0,0.1
464.0,35.55632,fs,gs,ss,0.8,0.5,5,1.0,0.1
1000.0,76.14999999999999,fs,gs,ss,0.8,0.5,5,1.0,0.1
1.0,1.0,fs,gs,ss,0.6,0.6,5,0.9,0.01
2.0,1.3729,fs,gs,ss,0.6,0.6,5,0.9,0.01
4.0,1.29332,fs,gs,ss,0.6,0.6,5,0.9,0.01
10.0,0.9975,fs,gs,ss,0.6,0.6,5,0.9,0.01
21.0,0.9996,fs,gs,ss,0.6,0.6,5,0.9,0.01
46.0,1.01844,fs,gs,ss,0.6,0.6,5,0.9,0.01
100.0,1.012,fs,gs,ss,0.6,0.6,5,0.9,0.01
215.0,0.99115,fs,gs,ss,0.6,0.6,5,0.9,0.01
464.0,1.18784,fs,gs,ss,0.6,0.6,5,0.9,0.01
1000.0,1.0,fs,gs,ss,0.6,0.6,5,0.9,0.01
1.0,1.0,fd,gs,hs,0.9,0.6,5,1.1,0.01
2.0,0.777,fd,gs,hs,0.9,0.6,5,1.1,0.01
4.0,0.71464,fd,gs,hs,0.9,0.6,5,1.1,0.01
10.0,0.7595000000000001,fd,gs,hs,0.9,0.6,5,1.1,0.01
21.0,0.98112,fd,gs,hs,0.9,0.6,5,1.1,0.01
46.0,1.33814,fd,gs,hs,0.9,0.6,5,1.1,0.01
100.0,1.372,fd,gs,hs,0.9,0.6,5,1.1,0.01
215.0,2.37145,fd,gs,hs,0.9,0.6,5,1.1,0.01
464.0,4.22704,fd,gs,hs,0.9,0.6,5,1.1,0.01
1000.0,8.42,fd,gs,hs,0.9,0.6,5,1.1,0.01
1.0,1.0,fd,gs,ss,0.6,0.5,3,1.0,0.05
2.0,1.48458,fd,gs,ss,0.6,0.5,3,1.0,0.05
4.0,1.67516,fd,gs,ss,0.6,0.5,3,1.0,0.05
10.0,1.8764,fd,gs,ss,0.6,0.5,3,1.0,0.05
21.0,3.01119,fd,gs,ss,0.6,0.5,3,1.0,0.05
46.0,6.00162,fd,gs,ss,0.6,0.5,3,1.0,0.05
100.0,12.924,fd,gs,ss,0.6,0.5,3,1.0,0.05
215.0,28.09835,fd,gs,ss,0.6,0.5,3,1.0,0.05
464.0,59.72144,fd,gs,ss,0.6,0.5,3,1.0,0.05
1000.0,130.14999999999998,fd,gs,ss,0.6,0.5,3,1.0,0.05
1.0,1.0,fs,gs,hs,1.0,0.5,7,1.1,0.01
2.0,0.79886,fs,gs,hs,1.0,0.5,7,1.1,0.01
4.0,0.77292,fs,gs,hs,1.0,0.5,7,1.1,0.01
10.0,0.8526,fs,gs,hs,1.0,0.5,7,1.1,0.01
21.0,1.1172,fs,gs,hs,1.0,0.5,7,1.1,0.01
46.0,1.70108,fs,gs,hs,1.0,0.5,7,1.1,0.01
100.0,2.37,fs,gs,hs,1.0,0.5,7,1.1,0.01
215.0,3.67435,fs,gs,hs,1.0,0.5,7,1.1,0.01
464.0,6.26864,fs,gs,hs,1.0,0.5,7,1.1,0.01
1000.0,13.11,fs,gs,hs,1.0,0.5,7,1.1,0.01
1.0,1.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
2.0,0.6463,fs,gs,hs,0.6,1.0,7,1.0,0.1
4.0,0.42616,fs,gs,hs,0.6,1.0,7,1.0,0.1
10.0,0.0664,fs,gs,hs,0.6,1.0,7,1.0,0.1
21.0,0.00147,fs,gs,hs,0.6,1.0,7,1.0,0.1
46.0,0.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
100.0,0.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
215.0,0.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
464.0,0.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
1000.0,0.0,fs,gs,hs,0.6,1.0,7,1.0,0.1
1.0,1.0,fs,gs,ss,0.5,0.6,7,1.1,0.1
2.0,1.30334,fs,gs,ss,0.5,0.6,7,1.1,0.1
4.0,1.07616,fs,gs,ss,0.5,0.6,7,1.1,0.1
10.0,0.7732,fs,gs,ss,0.5,0.6,7,1.1,0.1
21.0,0.7224,fs,gs,ss,0.5,0.6,7,1.1,0.1
46.0,0.6003000000000001,fs,gs,ss,0.5,0.6,7,1.1,0.1
100.0,0.44,fs,gs,ss,0.5,0.6,7,1.1,0.1
215.0,0.172,fs,gs,ss,0.5,0.6,7,1.1,0.1
464.0,0.0232,fs,gs,ss,0.5,0.6,7,1.1,0.1
1000.0,0.0,fs,gs,ss,0.5,0.6,7,1.1,0.1
1.0,1.0,fd,gs,ss,1.0,0.5,7,1.0,0.1
2.0,1.66426,fd,gs,ss,1.0,0.5,7,1.0,0.1
4.0,2.42192,fd,gs,ss,1.0,0.5,7,1.0,0.1
10.0,2.6251,fd,gs,ss,1.0,0.5,7,1.0,0.1
21.0,2.73084,fd,gs,ss,1.0,0.5,7,1.0,0.1
46.0,3.10776,fd,gs,ss,1.0,0.5,7,1.0,0.1
100.0,3.846,fd,gs,ss,1.0,0.5,7,1.0,0.1
215.0,6.0028,fd,gs,ss,1.0,0.5,7,1.0,0.1
464.0,12.01296,fd,gs,ss,1.0,0.5,7,1.0,0.1
1000.0,25.43,fd,gs,ss,1.0,0.5,7,1.0,0.1
1.0,1.0,fd,gs,ss,0.6,1.0,5,0.9,0.05
2.0,0.73468,fd,gs,ss,0.6,1.0,5,0.9,0.05
4.0,0.64028,fd,gs,ss,0.6,1.0,5,0.9,0.05
10.0,0.5685,fd,gs,ss,0.6,1.0,5,0.9,0.05
21.0,0.54915,fd,gs,ss,0.6,1.0,5,0.9,0.05
46.0,0.4645999999999999,fd,gs,ss,0.6,1.0,5,0.9,0.05
100.0,0.337,fd,gs,ss,0.6,1.0,5,0.9,0.05
215.0,0.1419,fd,gs,ss,0.6,1.0,5,0.9,0.05
464.0,0.0232,fd,gs,ss,0.6,1.0,5,0.9,0.05
1000.0,0.0,fd,gs,ss,0.6,1.0,5,0.9,0.05
1.0,1.0,fs,gs,hs,0.9,1.0,5,1.1,0.05
2.0,0.67076,fs,gs,hs,0.9,1.0,5,1.1,0.05
4.0,0.6306,fs,gs,hs,0.9,1.0,5,1.1,0.05
10.0,0.7078,fs,gs,hs,0.9,1.0,5,1.1,0.05
21.0,0.8946,fs,gs,hs,0.9,1.0,5,1.1,0.05
46.0,1.01338,fs,gs,hs,0.9,1.0,5,1.1,0.05
100.0,0.777,fs,gs,hs,0.9,1.0,5,1.1,0.05
215.0,0.817,fs,gs,hs,0.9,1.0,5,1.1,0.05
464.0,0.8537600000000001,fs,gs,hs,0.9,1.0,5,1.1,0.05
1000.0,0.9,fs,gs,hs,0.9,1.0,5,1.1,0.05
1.0,1.0,fs,gs,ss,0.5,0.5,7,1.0,0.1
2.0,1.45636,fs,gs,ss,0.5,0.5,7,1.0,0.1
4.0,1.37872,fs,gs,ss,0.5,0.5,7,1.0,0.1
10.0,1.0106,fs,gs,ss,0.5,0.5,7,1.0,0.1
21.0,1.00464,fs,gs,ss,0.5,0.5,7,1.0,0.1
46.0,0.99498,fs,gs,ss,0.5,0.5,7,1.0,0.1
100.0,0.967,fs,gs,ss,0.5,0.5,7,1.0,0.1
215.0,1.02555,fs,gs,ss,0.5,0.5,7,1.0,0.1
464.0,0.89088,fs,gs,ss,0.5,0.5,7,1.0,0.1
1000.0,1.02,fs,gs,ss,0.5,0.5,7,1.0,0.1
1.0,1.0,fd,gs,ss,0.7,0.9,5,1.1,0.1
2.0,0.98368,fd,gs,ss,0.7,0.9,5,1.1,0.1
4.0,0.84812,fd,gs,ss,0.7,0.9,5,1.1,0.1
10.0,0.77,fd,gs,ss,0.7,0.9,5,1.1,0.1
21.0,0.7727999999999999,fd,gs,ss,0.7,0.9,5,1.1,0.1
46.0,0.7222,fd,gs,ss,0.7,0.9,5,1.1,0.1
100.0,0.709,fd,gs,ss,0.7,0.9,5,1.1,0.1
215.0,0.6256499999999999,fd,gs,ss,0.7,0.9,5,1.1,0.1
464.0,0.49648,fd,gs,ss,0.7,0.9,5,1.1,0.1
1000.0,0.23,fd,gs,ss,0.7,0.9,5,1.1,0.1
1.0,1.0,fs,gs,ss,0.5,0.7,5,0.9,0.01
2.0,1.1296,fs,gs,ss,0.5,0.7,5,0.9,0.01
4.0,0.8292,fs,gs,ss,0.5,0.7,5,0.9,0.01
10.0,0.5720999999999999,fs,gs,ss,0.5,0.7,5,0.9,0.01
21.0,0.40992,fs,gs,ss,0.5,0.7,5,0.9,0.01
46.0,0.1863,fs,gs,ss,0.5,0.7,5,0.9,0.01
100.0,0.032,fs,gs,ss,0.5,0.7,5,0.9,0.01
215.0,0.0,fs,gs,ss,0.5,0.7,5,0.9,0.01
464.0,0.0,fs,gs,ss,0.5,0.7,5,0.9,0.01
1000.0,0.0,fs,gs,ss,0.5,0.7,5,0.9,0.01
1.0,1.0,fs,gs,hs,0.9,1.0,5,1.0,0.05
2.0,0.61748,fs,gs,hs,0.9,1.0,5,1.0,0.05
4.0,0.48636,fs,gs,hs,0.9,1.0,5,1.0,0.05
10.0,0.3606999999999999,fs,gs,hs,0.9,1.0,5,1.0,0.05
21.0,0.23961,fs,gs,hs,0.9,1.0,5,1.0,0.05
46.0,0.0482999999999999,fs,gs,hs,0.9,1.0,5,1.0,0.05
100.0,0.0,fs,gs,hs,0.9,1.0,5,1.0,0.05
215.0,0.0,fs,gs,hs,0.9,1.0,5,1.0,0.05
464.0,0.0,fs,gs,hs,0.9,1.0,5,1.0,0.05
1000.0,0.0,fs,gs,hs,0.9,1.0,5,1.0,0.05
1.0,1.0,fs,gs,ss,0.8,0.6,5,1.1,0.1
2.0,1.48656,fs,gs,ss,0.8,0.6,5,1.1,0.1
4.0,1.691,fs,gs,ss,0.8,0.6,5,1.1,0.1
10.0,1.4879,fs,gs,ss,0.8,0.6,5,1.1,0.1
21.0,1.53951,fs,gs,ss,0.8,0.6,5,1.1,0.1
46.0,1.77284,fs,gs,ss,0.8,0.6,5,1.1,0.1
100.0,2.344,fs,gs,ss,0.8,0.6,5,1.1,0.1
215.0,3.7797,fs,gs,ss,0.8,0.6,5,1.1,0.1
464.0,7.11776,fs,gs,ss,0.8,0.6,5,1.1,0.1
1000.0,14.9,fs,gs,ss,0.8,0.6,5,1.1,0.1
1.0,1.0,fd,gs,ss,1.0,0.7,3,0.9,0.1
2.0,1.46166,fd,gs,ss,1.0,0.7,3,0.9,0.1
4.0,1.66656,fd,gs,ss,1.0,0.7,3,0.9,0.1
10.0,1.6654,fd,gs,ss,1.0,0.7,3,0.9,0.1
21.0,1.73964,fd,gs,ss,1.0,0.7,3,0.9,0.1
46.0,2.2057,fd,gs,ss,1.0,0.7,3,0.9,0.1
100.0,3.101,fd,gs,ss,1.0,0.7,3,0.9,0.1
215.0,5.69105,fd,gs,ss,1.0,0.7,3,0.9,0.1
464.0,11.54896,fd,gs,ss,1.0,0.7,3,0.9,0.1
1000.0,25.83,fd,gs,ss,1.0,0.7,3,0.9,0.1
1.0,1.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
2.0,0.59386,fd,gs,hs,0.7,0.7,5,0.9,0.01
4.0,0.31796,fd,gs,hs,0.7,0.7,5,0.9,0.01
10.0,0.0301,fd,gs,hs,0.7,0.7,5,0.9,0.01
21.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
46.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
100.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
215.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
464.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
1000.0,0.0,fd,gs,hs,0.7,0.7,5,0.9,0.01
1.0,1.0,fs,gs,ss,0.8,0.7,5,1.1,0.01
2.0,1.35848,fs,gs,ss,0.8,0.7,5,1.1,0.01
4.0,1.38172,fs,gs,ss,0.8,0.7,5,1.1,0.01
10.0,1.1896,fs,gs,ss,0.8,0.7,5,1.1,0.01
21.0,1.19595,fs,gs,ss,0.8,0.7,5,1.1,0.01
46.0,1.17438,fs,gs,ss,0.8,0.7,5,1.1,0.01
100.0,1.286,fs,gs,ss,0.8,0.7,5,1.1,0.01
215.0,1.3502,fs,gs,ss,0.8,0.7,5,1.1,0.01
464.0,1.83744,fs,gs,ss,0.8,0.7,5,1.1,0.01
1000.0,2.3,fs,gs,ss,0.8,0.7,5,1.1,0.01
1.0,1.0,fd,gs,ss,1.0,0.6,7,1.1,0.1
2.0,1.56964,fd,gs,ss,1.0,0.6,7,1.1,0.1
