N,NPfix,fits,germs,hards,pGermBH,pGermWT,bankLength,fmean,fvar
21.0,0.1994999999999999,fs,gs,hs,0.5,0.9,7,1.1,0.05
46.0,0.38686,fs,gs,hs,0.5,0.9,7,1.1,0.05
100.0,0.3409999999999999,fs,gs,hs,0.5,0.9,7,1.1,0.05
215.0,0.26015,fs,gs,hs,0.5,0.9,7,1.1,0.05
464.0,0.0649599999999999,fs,gs,hs,0.5,0.9,7,1.1,0.05
1000.0,0.01,fs,gs,hs,0.5,0.9,7,1.1,0.05
1.0,1.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
2.0,0.61452,fd,gs,hs,0.8,0.7,5,0.9,0.1
4.0,0.3536,fd,gs,hs,0.8,0.7,5,0.9,0.1
10.0,0.0579999999999999,fd,gs,hs,0.8,0.7,5,0.9,0.1
21.0,0.00105,fd,gs,hs,0.8,0.7,5,0.9,0.1
46.0,0.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
100.0,0.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
215.0,0.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
464.0,0.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
1000.0,0.0,fd,gs,hs,0.8,0.7,5,0.9,0.1
1.0,1.0,fd,gs,ss,0.5,0.6,3,0.9,0.05
2.0,1.2289,fd,gs,ss,0.5,0.6,3,0.9,0.05
4.0,0.96608,fd,gs,ss,0.5,0.6,3,0.9,0.05
10.0,0.4663,fd,gs,ss,0.5,0.6,3,0.9,0.05
21.0,0.19215,fd,gs,ss,0.5,0.6,3,0.9,0.05
46.0,0.01932,fd,gs,ss,0.5,0.6,3,0.9,0.05
100.0,0.0,fd,gs,ss,0.5,0.6,3,0.9,0.05
215.0,0.0,fd,gs,ss,0.5,0.6,3,0.9,0.05
464.0,0.0,fd,gs,ss,0.5,0.6,3,0.9,0.05
1000.0,0.0,fd,gs,ss,0.5,0.6,3,0.9,0.05
1.0,1.0,fs,gs,ss,0.5,0.5,5,1.0,0.01
2.0,1.43578,fs,gs,ss,0.5,0.5,5,1.0,0.01
4.0,1.36356,fs,gs,ss,0.5,0.5,5,1.0,0.01
10.0,1.012,fs,gs,ss,0.5,0.5,5,1.0,0.01
21.0,1.01493,fs,gs,ss,0.5,0.5,5,1.0,0.01
46.0,0.98256,fs,gs,ss,0.5,0.5,5,1.0,0.01
100.0,1.009,fs,gs,ss,0.5,0.5,5,1.0,0.01
215.0,1.01695,fs,gs,ss,0.5,0.5,5,1.0,0.01
464.0,0.93728,fs,gs,ss,0.5,0.5,5,1.0,0.01
1000.0,1.0399999999999998,fs,gs,ss,0.5,0.5,5,1.0,0.01
1.0,1.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
2.0,0.6637,fd,gs,hs,0.5,0.5,3,1.0,0.1
4.0,0.32732,fd,gs,hs,0.5,0.5,3,1.0,0.1
10.0,0.0142,fd,gs,hs,0.5,0.5,3,1.0,0.1
21.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
46.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
100.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
215.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
464.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
1000.0,0.0,fd,gs,hs,0.5,0.5,3,1.0,0.1
1.0,1.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
2.0,0.69312,fs,gs,hs,0.6,0.6,5,1.0,0.1
4.0,0.43716,fs,gs,hs,0.6,0.6,5,1.0,0.1
10.0,0.0612,fs,gs,hs,0.6,0.6,5,1.0,0.1
21.0,0.00063,fs,gs,hs,0.6,0.6,5,1.0,0.1
46.0,0.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
100.0,0.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
215.0,0.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
464.0,0.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
1000.0,0.0,fs,gs,hs,0.6,0.6,5,1.0,0.1
1.0,1.0,fs,gs,ss,0.5,1.0,5,1.1,0.1
2.0,0.67042,fs,gs,ss,0.5,1.0,5,1.1,0.1
4.0,0.51136,fs,gs,ss,0.5,1.0,5,1.1,0.1
10.0,0.398,fs,gs,ss,0.5,1.0,5,1.1,0.1
21.0,0.2751,fs,gs,ss,0.5,1.0,5,1.1,0.1
46.0,0.15686,fs,gs,ss,0.5,1.0,5,1.1,0.1
100.0,0.0279999999999999,fs,gs,ss,0.5,1.0,5,1.1,0.1
215.0,0.0,fs,gs,ss,0.5,1.0,5,1.1,0.1
464.0,0.0,fs,gs,ss,0.5,1.0,5,1.1,0.1
1000.0,0.0,fs,gs,ss,0.5,1.0,5,1.1,0.1
1.0,1.0,fs,gs,ss,0.5,0.5,5,1.1,0.01
2.0,1.44112,fs,gs,ss,0.5,0.5,5,1.1,0.01
4.0,1.36308,fs,gs,ss,0.5,0.5,5,1.1,0.01
10.0,0.9995,fs,gs,ss,0.5,0.5,5,1.1,0.01
21.0,0.99876,fs,gs,ss,0.5,0.5,5,1.1,0.01
46.0,1.00924,fs,gs,ss,0.5,0.5,5,1.1,0.01
100.0,1.015,fs,gs,ss,0.5,0.5,5,1.1,0.01
215.0,0.9675,fs,gs,ss,0.5,0.5,5,1.1,0.01
464.0,1.01152,fs,gs,ss,0.5,0.5,5,1.1,0.01
1000.0,1.14,fs,gs,ss,0.5,0.5,5,1.1,0.01
1.0,1.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
2.0,0.57676,fs,gs,hs,0.7,0.8,5,0.9,0.1
4.0,0.3158,fs,gs,hs,0.7,0.8,5,0.9,0.1
10.0,0.0352,fs,gs,hs,0.7,0.8,5,0.9,0.1
21.0,0.00021,fs,gs,hs,0.7,0.8,5,0.9,0.1
46.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
100.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
215.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
464.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
1000.0,0.0,fs,gs,hs,0.7,0.8,5,0.9,0.1
1.0,1.0,fd,gs,hs,0.9,0.9,5,1.0,0.1
2.0,0.65292,fd,gs,hs,0.9,0.9,5,1.0,0.1
4.0,0.50468,fd,gs,hs,0.9,0.9,5,1.0,0.1
10.0,0.3466,fd,gs,hs,0.9,0.9,5,1.0,0.1
21.0,0.21798,fd,gs,hs,0.9,0.9,5,1.0,0.1
46.0,0.03864,fd,gs,hs,0.9,0.9,5,1.0,0.1
100.0,0.0,fd,gs,hs,0.9,0.9,5,1.0,0.1
215.0,0.0,fd,gs,hs,0.9,0.9,5,1.0,0.1
464.0,0.0,fd,gs,hs,0.9,0.9,5,1.0,0.1
1000.0,0.0,fd,gs,hs,0.9,0.9,5,1.0,0.1
1.0,1.0,fd,gs,ss,0.9,0.8,7,1.1,0.05
2.0,1.27616,fd,gs,ss,0.9,0.8,7,1.1,0.05
4.0,1.27288,fd,gs,ss,0.9,0.8,7,1.1,0.05
10.0,1.1698,fd,gs,ss,0.9,0.8,7,1.1,0.05
21.0,1.14261,fd,gs,ss,0.9,0.8,7,1.1,0.05
46.0,1.10308,fd,gs,ss,0.9,0.8,7,1.1,0.05
100.0,1.133,fd,gs,ss,0.9,0.8,7,1.1,0.05
215.0,1.18465,fd,gs,ss,0.9,0.8,7,1.1,0.05
464.0,1.12288,fd,gs,ss,0.9,0.8,7,1.1,0.05
1000.0,1.2899999999999998,fd,gs,ss,0.9,0.8,7,1.1,0.05
1.0,1.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
2.0,0.72078,fd,gs,hs,0.7,0.5,5,1.0,0.01
4.0,0.50832,fd,gs,hs,0.7,0.5,5,1.0,0.01
10.0,0.1505,fd,gs,hs,0.7,0.5,5,1.0,0.01
21.0,0.00819,fd,gs,hs,0.7,0.5,5,1.0,0.01
46.0,0.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
100.0,0.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
215.0,0.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
464.0,0.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
1000.0,0.0,fd,gs,hs,0.7,0.5,5,1.0,0.01
1.0,1.0,fd,gs,ss,0.8,0.6,3,1.1,0.05
2.0,1.49146,fd,gs,ss,0.8,0.6,3,1.1,0.05
4.0,1.72404,fd,gs,ss,0.8,0.6,3,1.1,0.05
10.0,1.7906,fd,gs,ss,0.8,0.6,3,1.1,0.05
21.0,2.39946,fd,gs,ss,0.8,0.6,3,1.1,0.05
46.0,3.98406,fd,gs,ss,0.8,0.6,3,1.1,0.05
100.0,8.187999999999999,fd,gs,ss,0.8,0.6,3,1.1,0.05
215.0,17.415,fd,gs,ss,0.8,0.6,3,1.1,0.05
464.0,38.28464,fd,gs,ss,0.8,0.6,3,1.1,0.05
1000.0,81.99,fd,gs,ss,0.8,0.6,3,1.1,0.05
1.0,1.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
2.0,0.59302,fs,gs,hs,0.6,0.8,7,0.9,0.05
4.0,0.28716,fs,gs,hs,0.6,0.8,7,0.9,0.05
10.0,0.0139,fs,gs,hs,0.6,0.8,7,0.9,0.05
21.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
46.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
100.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
215.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
464.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
1000.0,0.0,fs,gs,hs,0.6,0.8,7,0.9,0.05
1.0,1.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
2.0,0.60216,fs,gs,hs,0.7,0.6,3,0.9,0.05
4.0,0.32132,fs,gs,hs,0.7,0.6,3,0.9,0.05
10.0,0.0297,fs,gs,hs,0.7,0.6,3,0.9,0.05
21.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
46.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
100.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
215.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
464.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
1000.0,0.0,fs,gs,hs,0.7,0.6,3,0.9,0.05
1.0,1.0,fs,gs,hs,1.0,0.7,7,0.9,0.1
2.0,0.58832,fs,gs,hs,1.0,0.7,7,0.9,0.1
4.0,0.36756,fs,gs,hs,1.0,0.7,7,0.9,0.1
10.0,0.1252,fs,gs,hs,1.0,0.7,7,0.9,0.1
21.0,0.02289,fs,gs,hs,1.0,0.7,7,0.9,0.1
46.0,0.00092,fs,gs,hs,1.0,0.7,7,0.9,0.1
100.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.1
215.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.1
464.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.1
1000.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.1
1.0,1.0,fd,gs,ss,1.0,0.8,3,0.9,0.01
2.0,1.3326,fd,gs,ss,1.0,0.8,3,0.9,0.01
4.0,1.39828,fd,gs,ss,1.0,0.8,3,0.9,0.01
10.0,1.3218,fd,gs,ss,1.0,0.8,3,0.9,0.01
21.0,1.3370700000000002,fd,gs,ss,1.0,0.8,3,0.9,0.01
46.0,1.3869,fd,gs,ss,1.0,0.8,3,0.9,0.01
100.0,1.511,fd,gs,ss,1.0,0.8,3,0.9,0.01
215.0,1.8361,fd,gs,ss,1.0,0.8,3,0.9,0.01
464.0,2.77936,fd,gs,ss,1.0,0.8,3,0.9,0.01
1000.0,4.61,fd,gs,ss,1.0,0.8,3,0.9,0.01
1.0,1.0,fs,gs,ss,0.8,0.5,5,0.9,0.01
2.0,1.61164,fs,gs,ss,0.8,0.5,5,0.9,0.01
4.0,2.09396,fs,gs,ss,0.8,0.5,5,0.9,0.01
10.0,2.123,fs,gs,ss,0.8,0.5,5,0.9,0.01
21.0,2.55654,fs,gs,ss,0.8,0.5,5,0.9,0.01
46.0,4.13678,fs,gs,ss,0.8,0.5,5,0.9,0.01
100.0,7.747999999999999,fs,gs,ss,0.8,0.5,5,0.9,0.01
215.0,16.44965,fs,gs,ss,0.8,0.5,5,0.9,0.01
464.0,34.94384,fs,gs,ss,0.8,0.5,5,0.9,0.01
1000.0,75.57,fs,gs,ss,0.8,0.5,5,0.9,0.01
1.0,1.0,fd,gs,ss,0.9,0.8,7,1.0,0.05
2.0,1.2747,fd,gs,ss,0.9,0.8,7,1.0,0.05
4.0,1.27364,fd,gs,ss,0.9,0.8,7,1.0,0.05
10.0,1.1648,fd,gs,ss,0.9,0.8,7,1.0,0.05
21.0,1.11615,fd,gs,ss,0.9,0.8,7,1.0,0.05
46.0,1.1187200000000002,fd,gs,ss,0.9,0.8,7,1.0,0.05
100.0,1.165,fd,gs,ss,0.9,0.8,7,1.0,0.05
215.0,1.11585,fd,gs,ss,0.9,0.8,7,1.0,0.05
464.0,1.10432,fd,gs,ss,0.9,0.8,7,1.0,0.05
1000.0,1.1800000000000002,fd,gs,ss,0.9,0.8,7,1.0,0.05
1.0,1.0,fd,gs,hs,0.7,0.5,5,1.1,0.01
2.0,0.80472,fd,gs,hs,0.7,0.5,5,1.1,0.01
4.0,0.6994,fd,gs,hs,0.7,0.5,5,1.1,0.01
10.0,0.5266,fd,gs,hs,0.7,0.5,5,1.1,0.01
21.0,0.25578,fd,gs,hs,0.7,0.5,5,1.1,0.01
46.0,1.26362,fd,gs,hs,0.7,0.5,5,1.1,0.01
100.0,2.981,fd,gs,hs,0.7,0.5,5,1.1,0.01
215.0,7.486299999999999,fd,gs,hs,0.7,0.5,5,1.1,0.01
464.0,16.92672,fd,gs,hs,0.7,0.5,5,1.1,0.01
1000.0,36.63,fd,gs,hs,0.7,0.5,5,1.1,0.01
1.0,1.0,fd,gs,ss,0.8,0.6,3,1.0,0.05
2.0,1.4888,fd,gs,ss,0.8,0.6,3,1.0,0.05
4.0,1.71872,fd,gs,ss,0.8,0.6,3,1.0,0.05
10.0,1.7611,fd,gs,ss,0.8,0.6,3,1.0,0.05
21.0,2.36502,fd,gs,ss,0.8,0.6,3,1.0,0.05
46.0,4.02132,fd,gs,ss,0.8,0.6,3,1.0,0.05
100.0,8.254,fd,gs,ss,0.8,0.6,3,1.0,0.05
215.0,17.380599999999998,fd,gs,ss,0.8,0.6,3,1.0,0.05
464.0,38.20112,fd,gs,ss,0.8,0.6,3,1.0,0.05
1000.0,81.83999999999999,fd,gs,ss,0.8,0.6,3,1.0,0.05
1.0,1.0,fs,gs,hs,1.0,0.6,3,1.1,0.1
2.0,0.77646,fs,gs,hs,1.0,0.6,3,1.1,0.1
4.0,0.72464,fs,gs,hs,1.0,0.6,3,1.1,0.1
10.0,0.8382000000000001,fs,gs,hs,1.0,0.6,3,1.1,0.1
21.0,1.27344,fs,gs,hs,1.0,0.6,3,1.1,0.1
46.0,2.44444,fs,gs,hs,1.0,0.6,3,1.1,0.1
100.0,5.505,fs,gs,hs,1.0,0.6,3,1.1,0.1
215.0,12.1647,fs,gs,hs,1.0,0.6,3,1.1,0.1
464.0,27.13472,fs,gs,hs,1.0,0.6,3,1.1,0.1
1000.0,57.54,fs,gs,hs,1.0,0.6,3,1.1,0.1
1.0,1.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
2.0,0.6164,fd,gs,hs,0.5,0.7,7,0.9,0.1
4.0,0.25256,fd,gs,hs,0.5,0.7,7,0.9,0.1
10.0,0.0059,fd,gs,hs,0.5,0.7,7,0.9,0.1
21.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
46.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
100.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
215.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
464.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
1000.0,0.0,fd,gs,hs,0.5,0.7,7,0.9,0.1
1.0,1.0,fs,gs,hs,1.0,0.7,7,0.9,0.01
2.0,0.5842,fs,gs,hs,1.0,0.7,7,0.9,0.01
4.0,0.37008,fs,gs,hs,1.0,0.7,7,0.9,0.01
10.0,0.1301,fs,gs,hs,1.0,0.7,7,0.9,0.01
21.0,0.01869,fs,gs,hs,1.0,0.7,7,0.9,0.01
46.0,0.00046,fs,gs,hs,1.0,0.7,7,0.9,0.01
100.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.01
215.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.01
464.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.01
1000.0,0.0,fs,gs,hs,1.0,0.7,7,0.9,0.01
1.0,1.0,fs,gs,hs,0.8,0.9,7,1.0,0.05
2.0,0.64168,fs,gs,hs,0.8,0.9,7,1.0,0.05
4.0,0.48204,fs,gs,hs,0.8,0.9,7,1.0,0.05
10.0,0.2693,fs,gs,hs,0.8,0.9,7,1.0,0.05
21.0,0.063,fs,gs,hs,0.8,0.9,7,1.0,0.05
46.0,0.00046,fs,gs,hs,0.8,0.9,7,1.0,0.05
100.0,0.0,fs,gs,hs,0.8,0.9,7,1.0,0.05
215.0,0.0,fs,gs,hs,0.8,0.9,7,1.0,0.05
464.0,0.0,fs,gs,hs,0.8,0.9,7,1.0,0.05
1000.0,0.0,fs,gs,hs,0.8,0.9,7,1.0,0.05
1.0,1.0,fs,gs,ss,0.8,1.0,7,1.1,0.1
2.0,0.86022,fs,gs,ss,0.8,1.0,7,1.1,0.1
4.0,0.82676,fs,gs,ss,0.8,1.0,7,1.1,0.1
10.0,0.8159,fs,gs,ss,0.8,1.0,7,1.1,0.1
21.0,0.82425,fs,gs,ss,0.8,1.0,7,1.1,0.1
46.0,0.8091400000000001,fs,gs,ss,0.8,1.0,7,1.1,0.1
100.0,0.822,fs,gs,ss,0.8,1.0,7,1.1,0.1
215.0,0.8084,fs,gs,ss,0.8,1.0,7,1.1,0.1
464.0,0.87696,fs,gs,ss,0.8,1.0,7,1.1,0.1
1000.0,0.71,fs,gs,ss,0.8,1.0,7,1.1,0.1
1.0,1.0,fs,gs,hs,0.9,0.7,3,1.0,0.05
2.0,0.67082,fs,gs,hs,0.9,0.7,3,1.0,0.05
4.0,0.52068,fs,gs,hs,0.9,0.7,3,1.0,0.05
10.0,0.3671,fs,gs,hs,0.9,0.7,3,1.0,0.05
21.0,0.2257499999999999,fs,gs,hs,0.9,0.7,3,1.0,0.05
46.0,0.05106,fs,gs,hs,0.9,0.7,3,1.0,0.05
100.0,0.0,fs,gs,hs,0.9,0.7,3,1.0,0.05
215.0,0.0,fs,gs,hs,0.9,0.7,3,1.0,0.05
464.0,0.0,fs,gs,hs,0.9,0.7,3,1.0,0.05
1000.0,0.0,fs,gs,hs,0.9,0.7,3,1.0,0.05
1.0,1.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
2.0,0.72104,fd,gs,hs,0.5,0.6,3,1.1,0.1
4.0,0.42008,fd,gs,hs,0.5,0.6,3,1.1,0.1
10.0,0.0346,fd,gs,hs,0.5,0.6,3,1.1,0.1
21.0,0.00021,fd,gs,hs,0.5,0.6,3,1.1,0.1
46.0,0.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
100.0,0.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
215.0,0.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
464.0,0.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
1000.0,0.0,fd,gs,hs,0.5,0.6,3,1.1,0.1
1.0,1.0,fs,gs,ss,0.5,1.0,3,0.9,0.01
2.0,0.6235,fs,gs,ss,0.5,1.0,3,0.9,0.01
4.0,0.4248,fs,gs,ss,0.5,1.0,3,0.9,0.01
10.0,0.2072999999999999,fs,gs,ss,0.5,1.0,3,0.9,0.01
21.0,0.0545999999999999,fs,gs,ss,0.5,1.0,3,0.9,0.01
46.0,0.00092,fs,gs,ss,0.5,1.0,3,0.9,0.01
100.0,0.0,fs,gs,ss,0.5,1.0,3,0.9,0.01
215.0,0.0,fs,gs,ss,0.5,1.0,3,0.9,0.01
464.0,0.0,fs,gs,ss,0.5,1.0,3,0.9,0.01
1000.0,0.0,fs,gs,ss,0.5,1.0,3,0.9,0.01
1.0,1.0,fd,gs,ss,0.6,1.0,3,1.0,0.1
2.0,0.71708,fd,gs,ss,0.6,1.0,3,1.0,0.1
4.0,0.58348,fd,gs,ss,0.6,1.0,3,1.0,0.1
10.0,0.4383999999999999,fd,gs,ss,0.6,1.0,3,1.0,0.1
21.0,0.27426,fd,gs,ss,0.6,1.0,3,1.0,0.1
46.0,0.08832,fd,gs,ss,0.6,1.0,3,1.0,0.1
100.0,0.005,fd,gs,ss,0.6,1.0,3,1.0,0.1
215.0,0.0,fd,gs,ss,0.6,1.0,3,1.0,0.1
464.0,0.0,fd,gs,ss,0.6,1.0,3,1.0,0.1
1000.0,0.0,fd,gs,ss,0.6,1.0,3,1.0,0.1
1.0,1.0,fs,gs,hs,0.8,0.9,7,1.1,0.05
2.0,0.70866,fs,gs,hs,0.8,0.9,7,1.1,0.05
4.0,0.63128,fs,gs,hs,0.8,0.9,7,1.1,0.05
10.0,0.6378,fs,gs,hs,0.8,0.9,7,1.1,0.05
21.0,0.6657,fs,gs,hs,0.8,0.9,7,1.1,0.05
46.0,0.5359,fs,gs,hs,0.8,0.9,7,1.1,0.05
100.0,0.736,fs,gs,hs,0.8,0.9,7,1.1,0.05
215.0,0.78045,fs,gs,hs,0.8,0.9,7,1.1,0.05
464.0,0.83056,fs,gs,hs,0.8,0.9,7,1.1,0.05
1000.0,0.91,fs,gs,hs,0.8,0.9,7,1.1,0.05
1.0,1.0,fs,gs,hs,0.9,0.7,3,1.1,0.05
2.0,0.75008,fs,gs,hs,0.9,0.7,3,1.1,0.05
4.0,0.68384,fs,gs,hs,0.9,0.7,3,1.1,0.05
10.0,0.7481,fs,gs,hs,0.9,0.7,3,1.1,0.05
21.0,0.99456,fs,gs,hs,0.9,0.7,3,1.1,0.05
46.0,1.38828,fs,gs,hs,0.9,0.7,3,1.1,0.05
100.0,1.482,fs,gs,hs,0.9,0.7,3,1.1,0.05
215.0,2.69395,fs,gs,hs,0.9,0.7,3,1.1,0.05
464.0,5.81392,fs,gs,hs,0.9,0.7,3,1.1,0.05
1000.0,12.49,fs,gs,hs,0.9,0.7,3,1.1,0.05
1.0,1.0,fd,gs,ss,0.7,0.9,7,0.9,0.05
2.0,0.986,fd,gs,ss,0.7,0.9,7,0.9,0.05
4.0,0.85808,fd,gs,ss,0.7,0.9,7,0.9,0.05
10.0,0.7890999999999999,fd,gs,ss,0.7,0.9,7,0.9,0.05
21.0,0.75222,fd,gs,ss,0.7,0.9,7,0.9,0.05
46.0,0.7613,fd,gs,ss,0.7,0.9,7,0.9,0.05
100.0,0.736,fd,gs,ss,0.7,0.9,7,0.9,0.05
215.0,0.7525000000000001,fd,gs,ss,0.7,0.9,7,0.9,0.05
464.0,0.69136,fd,gs,ss,0.7,0.9,7,0.9,0.05
1000.0,0.78,fd,gs,ss,0.7,0.9,7,0.9,0.05
1.0,1.0,fs,gs,hs,0.6,0.5,5,1.1,0.1
2.0,0.8011,fs,gs,hs,0.6,0.5,5,1.1,0.1
4.0,0.639,fs,gs,hs,0.6,0.5,5,1.1,0.1
10.0,0.2334,fs,gs,hs,0.6,0.5,5,1.1,0.1
21.0,0.08295,fs,gs,hs,0.6,0.5,5,1.1,0.1
46.0,0.85606,fs,gs,hs,0.6,0.5,5,1.1,0.1
100.0,1.824,fs,gs,hs,0.6,0.5,5,1.1,0.1
215.0,4.35375,fs,gs,hs,0.6,0.5,5,1.1,0.1
464.0,9.68832,fs,gs,hs,0.6,0.5,5,1.1,0.1
1000.0,21.1,fs,gs,hs,0.6,0.5,5,1.1,0.1
1.0,1.0,fd,gs,ss,0.6,0.7,3,0.9,0.05
2.0,1.19156,fd,gs,ss,0.6,0.7,3,0.9,0.05
4.0,0.99384,fd,gs,ss,0.6,0.7,3,0.9,0.05
10.0,0.6878,fd,gs,ss,0.6,0.7,3,0.9,0.05
21.0,0.49644,fd,gs,ss,0.6,0.7,3,0.9,0.05
46.0,0.1955,fd,gs,ss,0.6,0.7,3,0.9,0.05
100.0,0.03,fd,gs,ss,0.6,0.7,3,0.9,0.05
215.0,0.0,fd,gs,ss,0.6,0.7,3,0.9,0.05
464.0,0.0,fd,gs,ss,0.6,0.7,3,0.9,0.05
1000.0,0.0,fd,gs,ss,0.6,0.7,3,0.9,0.05
1.0,1.0,fd,gs,ss,1.0,1.0,5,1.1,0.1
2.0,0.99846,fd,gs,ss,1.0,1.0,5,1.1,0.1
4.0,1.00244,fd,gs,ss,1.0,1.0,5,1.1,0.1
10.0,0.9865,fd,gs,ss,1.0,1.0,5,1.1,0.1
21.0,1.01409,fd,gs,ss,1.0,1.0,5,1.1,0.1
46.0,1.00694,fd,gs,ss,1.0,1.0,5,1.1,0.1
100.0,1.0,fd,gs,ss,1.0,1.0,5,1.1,0.1
215.0,0.9761,fd,gs,ss,1.0,1.0,5,1.1,0.1
464.0,1.00688,fd,gs,ss,1.0,1.0,5,1.1,0.1
1000.0,0.87,fd,gs,ss,1.0,1.0,5,1.1,0.1
1.0,1.0,fs,gs,ss,0.8,1.0,3,1.0,0.01
2.0,0.86026,fs,gs,ss,0.8,1.0,3,1.0,0.01
4.0,0.83308,fs,gs,ss,0.8,1.0,3,1.0,0.01
10.0,0.8013000000000001,fs,gs,ss,0.8,1.0,3,1.0,0.01
21.0,0.7856099999999999,fs,gs,ss,0.8,1.0,3,1.0,0.01
46.0,0.7300199999999999,fs,gs,ss,0.8,1.0,3,1.0,0.01
100.0,0.694,fs,gs,ss,0.8,1.0,3,1.0,0.01
215.0,0.55685,fs,gs,ss,0.8,1.0,3,1.0,0.01
464.0,0.3712,fs,gs,ss,0.8,1.0,3,1.0,0.01
1000.0,0.09,fs,gs,ss,0.8,1.0,3,1.0,0.01
1.0,1.0,fs,gs,hs,1.0,0.5,3,1.0,0.1
2.0,0.7078,fs,gs,hs,1.0,0.5,3,1.0,0.1
4.0,0.57536,fs,gs,hs,1.0,0.5,3,1.0,0.1
10.0,0.4708,fs,gs,hs,1.0,0.5,3,1.0,0.1
21.0,0.46851,fs,gs,hs,1.0,0.5,3,1.0,0.1
46.0,0.5267000000000001,fs,gs,hs,1.0,0.5,3,1.0,0.1
100.0,0.6779999999999999,fs,gs,hs,1.0,0.5,3,1.0,0.1
215.0,0.81055,fs,gs,hs,1.0,0.5,3,1.0,0.1
464.0,0.82592,fs,gs,hs,1.0,0.5,3,1.0,0.1
1000.0,0.96,fs,gs,hs,1.0,0.5,3,1.0,0.1
1.0,1.0,fs,gs,ss,0.8,1.0,3,1.1,0.01
2.0,0.87108,fs,gs,ss,0.8,1.0,3,1.1,0.01
4.0,0.82644,fs,gs,ss,0.8,1.0,3,1.1,0.01
10.0,0.8129,fs,gs,ss,0.8,1.0,3,1.1,0.01
21.0,0.77196,fs,gs,ss,0.8,1.0,3,1.1,0.01
46.0,0.7231200000000001,fs,gs,ss,0.8,1.0,3,1.1,0.01
100.0,0.614,fs,gs,ss,0.8,1.0,3,1.1,0.01
215.0,0.4858999999999999,fs,gs,ss,0.8,1.0,3,1.1,0.01
464.0,0.31088,fs,gs,ss,0.8,1.0,3,1.1,0.01
1000.0,0.1299999999999999,fs,gs,ss,0.8,1.0,3,1.1,0.01
1.0,1.0,fd,gs,hs,0.7,1.0,3,0.9,0.01
