N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wA,wB,site
46.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
2.0,0.48582,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
4.0,0.12724,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,1.0,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
2.0,0.41628,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
4.0,0.11404,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
10.0,0.0005,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
2.0,0.26486,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
4.0,0.0548,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
2.0,0.18902,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
4.0,0.02872,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
10.0,0.0001,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.25,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
2.0,0.54762,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
4.0,0.15604,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
10.0,0.0005,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.75,0.165,1.0,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
2.0,0.20136,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
4.0,0.01008,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.5,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
2.0,0.38646,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
4.0,0.08936,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
10.0,0.0002,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,0.5,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
2.0,0.46344,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
4.0,0.12108,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
10.0,0.0006999999999999,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
2.0,0.49978,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
4.0,0.17724,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
10.0,0.0009,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.165,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
2.0,0.24376,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
4.0,0.04556,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
10.0,0.0004,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,1.0,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
2.0,0.36486,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
4.0,0.08344,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.5,0.165,0.75,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
2.0,0.40582,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
4.0,0.11676,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
10.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
2.0,0.27928,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
4.0,0.0592,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
10.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
2.0,0.17114,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
4.0,0.0092,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
10.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
21.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
46.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
100.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
215.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
464.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
1000.0,0.0,es,gs,hs,0.0,0.165,0.165,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
2.0,0.37048,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
4.0,0.08568,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.75,0.165,1.0,5,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
2.0,0.4693,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
4.0,0.12324,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
10.0,0.0003,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.5,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
2.0,0.45854,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
4.0,0.1278,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
10.0,0.0002,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.0,0.165,0.75,7,1.453,0.547,FR
1.0,1.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
2.0,0.36646,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
4.0,0.0686,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
10.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
21.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
46.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
100.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
215.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
464.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
1000.0,0.0,es,gs,hs,1.0,0.165,0.75,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
2.0,0.28094,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
4.0,0.05784,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
10.0,0.0001,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,0.5,3,1.453,0.547,FR
1.0,1.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
2.0,0.37424,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
4.0,0.09696,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
10.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
21.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
46.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
100.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
215.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
464.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
1000.0,0.0,ed,gs,hs,0.25,0.165,1.0,5,1.453,0.547,FR
